muni_code;dengue_pattern_10_19;dengue_pattern_20_22;Transition;temp_med;umid_med;precip_tot;thr_temp;thr_umid;thr_prec;thr_temp_umid;muni_name;uf_code;uf_acr;tipo_regiao;bioma;altitude;koppen;pop22;prop_esgot;prop_abast;prop_residuo
2105153;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,6;78,9;538,4;366,3;366;7;366;Igarapé Do Meio;21;MA;nao metropolitana;amazonia;19,26;Am;13483;1,3;92,54;11,5
2105203;Episódico;Episódico/Epidêmico;Piorou;27,2;76,3;418,2;366,3;338;5;338;Igarapé Grande;21;MA;nao metropolitana;cerrado;59,88;Aw;10222;17,76;88,37;60,25
2105302;Episódico/Epidêmico;Epidêmico;Piorou;27,2;74;382,6;366,3;312;2,7;312;Imperatriz;21;MA;nao metropolitana;cerrado;159,1;Aw;273027;49,95;96,58;91,94
2105351;Episódico;Episódico;Se manteve;26,9;73,8;342;366,3;311,7;3;311,7;Itaipava Do Grajaú;21;MA;nao metropolitana;cerrado;204;Aw;13847;3,05;82,81;21,13
2105401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,5;76,6;493,3;366,3;361,7;7,3;361,7;Itapecuru Mirim;21;MA;nao metropolitana;cerrado;40,97;Am;65721;31,87;76,9;51,06
2105427;Episódico;Episódico/Epidêmico;Piorou;26,3;76,6;444,9;366,3;340;3,3;340;Itinga Do Maranhão;21;MA;nao metropolitana;amazonia;204,65;Aw;23904;8,38;93,96;75,38
2105450;Episódico;Episódico;Se manteve;26,5;72,9;383,7;366,3;284;4,7;284;Jatobá;21;MA;nao metropolitana;cerrado;267,27;Aw;8239;31,38;94,44;4,59
2105476;Episódico;Episódico;Se manteve;26,8;74,3;334;366,3;320;1,3;320;Jenipapo Dos Vieiras;21;MA;nao metropolitana;cerrado;230,18;Aw;17066;2,64;75,4;13,55
2105500;Episódico/Epidêmico;Episódico;Melhorou;26,8;74,2;418,9;366,3;308;2,7;308;João Lisboa;21;MA;nao metropolitana;amazonia;250,19;Aw;24609;7,2;94,3;49,82
2105609;Episódico;Episódico;Se manteve;27,2;76,3;418,2;366,3;338;5;338;Joselândia;21;MA;nao metropolitana;cerrado;116,29;Aw;14942;2,86;88,04;23,1
2105658;Episódico/Epidêmico;Episódico;Melhorou;26,4;82,9;703,9;366,3;366,3;5,3;366,3;Junco Do Maranhão;21;MA;nao metropolitana;amazonia;38,53;Am;5146;51,42;94,12;30,33
2105708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;26,7;77,6;430,7;366,3;356;4,3;356;Lago Da Pedra;21;MA;nao metropolitana;cerrado;168,15;Aw;44422;18,16;80,59;65,63
2105807;Episódico;Episódico;Se manteve;27;77,4;409,8;366,3;354,3;3,3;354,3;Lago Do Junco;21;MA;nao metropolitana;cerrado;68,73;Aw;9491;20,4;87,74;38,29
2105906;Episódico;Episódico;Se manteve;27,6;77,1;481,4;366,3;360,3;6;360,3;Lago Verde;21;MA;nao metropolitana;amazonia;19,69;Aw;14678;12,22;75,05;17,8
2105922;Episódico;Episódico;Se manteve;26,5;71,4;381,5;366,3;264;5,7;264;Lagoa Do Mato;21;MA;nao metropolitana;cerrado;252,99;Aw;10583;1,27;81,93;32,52
2105948;Episódico;Episódico;Se manteve;27;77,4;409,8;366,3;354,3;3,3;354,3;Lago Dos Rodrigues;21;MA;nao metropolitana;cerrado;67,62;Aw;8755;0,92;94,57;67,05
2105963;Episódico/Epidêmico;Episódico;Melhorou;26,6;76,9;416;366,3;345,3;4;345,3;Lagoa Grande Do Maranhão;21;MA;nao metropolitana;cerrado;209,74;Aw;11417;3,99;76,33;45,88
2105989;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27;70;443,4;366,3;271;5,3;271;Lajeado Novo;21;MA;nao metropolitana;cerrado;234,58;Aw;7051;5,85;82,14;57,12
2106003;Episódico;Episódico;Se manteve;27,1;77,3;458,3;366,3;353,3;5,3;353,3;Lima Campos;21;MA;nao metropolitana;cerrado;66,29;Aw;11320;9,19;88,46;55,81
2106102;Episódico;Episódico/Epidêmico;Piorou;27;65,9;324,5;366,3;233,7;2,3;233,7;Loreto;21;MA;nao metropolitana;cerrado;309,31;Aw;11526;13,97;70,6;58,46
2106201;Episódico;Sem transmissão;Melhorou;26,5;84,1;853,5;366,3;366,3;10,7;366,3;Luís Domingues;21;MA;nao metropolitana;amazonia;30,98;Am;7159;35,86;80,59;0
2106300;Episódico;Episódico;Se manteve;27,9;73,2;444;366,3;343;4,7;343;Magalhães De Almeida;21;MA;nao metropolitana;cerrado;37,67;As;13747;20,53;87,66;32,79
2106326;Episódico;Episódico/Epidêmico;Piorou;26,5;81,9;640,3;366,3;366,3;6,3;366,3;Maracaçumé;21;MA;nao metropolitana;amazonia;46,93;Am;21106;41,24;85,93;52,36
2106359;Sem transmissão;Sem transmissão;Se manteve;26,7;77,6;430,7;366,3;356;4,3;356;Marajá Do Sena;21;MA;nao metropolitana;cerrado;208,82;Aw;7200;7,39;58,67;12,11
2106375;Episódico;Episódico;Se manteve;26,8;81,4;634;366,3;366,3;6;366,3;Maranhãozinho;21;MA;nao metropolitana;amazonia;71,87;Am;13797;44,13;88,43;45,49
2106409;Episódico;Episódico;Se manteve;27,5;75,3;453,8;366,3;358,3;5,3;358,3;Mata Roma;21;MA;nao metropolitana;cerrado;86,94;Aw;16919;15,53;81,51;16,91
2106508;Episódico;Episódico;Se manteve;27,2;80,9;640,7;366,3;366,3;8;366,3;Matinha;21;MA;nao metropolitana;amazonia;17,83;Am;21808;10,15;80,62;28,36
2106607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;26,9;72,8;383,2;366,3;278,3;6,7;278,3;Matões;21;MA;nao metropolitana;cerrado;171,84;Aw;31954;4,67;85,1;18,35
2106631;Episódico;Episódico;Se manteve;27,6;77,7;527,1;366,3;365;6,7;365;Matões Do Norte;21;MA;nao metropolitana;cerrado;40,94;Aw;17582;2,41;57,89;27,68
2106672;Episódico;Episódico;Se manteve;27,8;73,8;420,5;366,3;349,7;4,7;349,7;Milagres Do Maranhão;21;MA;nao metropolitana;cerrado;82,34;As;8812;9,9;76,32;7,89
2106706;Episódico;Episódico;Se manteve;26,4;70,9;384,2;366,3;266,7;3,3;266,7;Mirador;21;MA;nao metropolitana;cerrado;377,87;Aw;20998;2,53;56,15;26,9
2106755;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,6;77,7;527,1;366,3;365;6,7;365;Miranda Do Norte;21;MA;nao metropolitana;cerrado;38,96;Aw;20562;6,5;81,35;66,27
2106805;Episódico;Episódico;Se manteve;26,5;83,6;689,9;366,3;366,3;8,3;366,3;Mirinzal;21;MA;nao metropolitana;amazonia;36,38;As;13958;3,67;86,61;30,37
2106904;Episódico/Epidêmico;Episódico;Melhorou;27,5;79,9;582,4;366,3;366,3;7,7;366,3;Monção;21;MA;nao metropolitana;amazonia;19,78;Am;27620;7,61;81,12;7,62
2107001;Episódico;Episódico;Se manteve;27,2;71;406,9;366,3;279,3;3,3;279,3;Montes Altos;21;MA;nao metropolitana;cerrado;242,13;Aw;10286;5,62;87,35;44,01
2107100;Episódico;Episódico;Se manteve;27,1;80,5;742;366,3;366,3;11,7;366,3;Morros;21;MA;metropolitana;cerrado;70,6;As;18054;3,29;56,42;30,01
2107209;Episódico;Episódico;Se manteve;27,4;77;505,1;366,3;365;5,7;365;Nina Rodrigues;21;MA;nao metropolitana;cerrado;46,28;Am;12477;7,12;65,24;19,64
2107258;Episódico;Episódico;Se manteve;26,5;67,9;436,7;366,3;250,3;4,7;250,3;Nova Colinas;21;MA;nao metropolitana;cerrado;426,33;Aw;5021;0,59;75,08;42,34
2107308;Episódico;Episódico;Se manteve;27,4;66,1;287,7;366,3;229,3;4,3;229,3;Nova Iorque;21;MA;nao metropolitana;cerrado;216,52;Aw;4308;15,08;63,79;55,17
2107357;Episódico;Episódico;Se manteve;26,7;81;625,4;366,3;366,3;8,7;366,3;Nova Olinda Do Maranhão;21;MA;nao metropolitana;amazonia;72,42;Am;14277;2,47;88,27;56,4
2107407;Episódico;Episódico;Se manteve;27,4;77,2;442,2;366,3;357,7;4,7;357,7;Olho D'água Das Cunhãs;21;MA;nao metropolitana;amazonia;33,51;Aw;17937;12,99;82,66;45,59
2107456;Episódico;Episódico;Se manteve;27,2;81,1;615;366,3;366,3;7,7;366,3;Olinda Nova Do Maranhão;21;MA;nao metropolitana;amazonia;23,92;Am;13320;7,89;85,14;24,34
2107506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,1;81;753,7;366,3;366,3;11;366,3;Paço Do Lumiar;21;MA;metropolitana;amazonia;25,14;As;145752;55,19;73,69;61,52
2107605;Episódico;Episódico;Se manteve;27;81,9;643,1;366,3;366,3;9,3;366,3;Palmeirândia;21;MA;nao metropolitana;amazonia;22,31;As;21056;3,47;86,76;6,18
2107704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;26,4;71;400;366,3;263,3;5,7;263,3;Paraibano;21;MA;nao metropolitana;cerrado;308,8;Aw;19530;5,86;73,94;67,81
2107803;Episódico;Episódico;Se manteve;27,1;70,7;407,6;366,3;265,3;6;265,3;Parnarama;21;MA;nao metropolitana;cerrado;183,58;Aw;31179;1,36;85,61;26,77
2107902;Episódico;Episódico/Epidêmico;Piorou;26,6;70,5;398,7;366,3;257,3;5;257,3;Passagem Franca;21;MA;nao metropolitana;cerrado;285,79;Aw;17244;1,75;83,54;42,64
2108009;Episódico/Epidêmico;Episódico;Melhorou;26,8;69;340,1;366,3;252,7;4,3;252,7;Pastos Bons;21;MA;nao metropolitana;cerrado;340,27;Aw;18724;4,86;89,25;49
2108058;Episódico/Epidêmico;Episódico;Melhorou;27,3;78,2;548,4;366,3;366,3;8,3;366,3;Paulino Neves;21;MA;nao metropolitana;cerrado;35,96;As;17054;16,81;79,02;22,97
2108108;Episódico;Episódico/Epidêmico;Piorou;27,4;76,8;413,9;366,3;357,7;4,7;357,7;Paulo Ramos;21;MA;nao metropolitana;amazonia;123,07;Aw;20183;2,5;80,85;49,66
2108207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,1;77,3;458,3;366,3;353,3;5,3;353,3;Pedreiras;21;MA;nao metropolitana;cerrado;53,89;Aw;36980;41,33;89,48;80,45
2108256;Episódico;Episódico;Se manteve;27,2;80,9;640,7;366,3;366,3;8;366,3;Pedro Do Rosário;21;MA;nao metropolitana;amazonia;38,04;Am;24260;4,07;77,99;15,5
2108306;Episódico;Episódico;Se manteve;27,2;80,6;582;366,3;366,3;8;366,3;Penalva;21;MA;nao metropolitana;amazonia;16,75;Am;32436;5,27;73,89;30,58
2108405;Episódico;Episódico;Se manteve;27;81,9;643,1;366,3;366,3;9,3;366,3;Peri Mirim;21;MA;nao metropolitana;amazonia;15,24;As;11093;13,2;78,07;16,71
2108454;Episódico;Episódico;Se manteve;27,1;77,8;487,7;366,3;358,7;6,3;358,7;Peritoró;21;MA;nao metropolitana;cerrado;87,61;Aw;20471;10,33;73,65;30,6
2108504;Episódico;Episódico/Epidêmico;Piorou;27,4;79,4;539,5;366,3;366;6,7;366;Pindaré-Mirim;21;MA;nao metropolitana;amazonia;22,07;Am;29440;7,38;86,35;53,75
2108603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;26,8;81,8;668,2;366,3;366,3;9,3;366,3;Pinheiro;21;MA;nao metropolitana;amazonia;26,73;Am;85054;50,72;81,11;53,54
2108702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,6;78,2;499,4;366,3;365;6;365;Pio Xii;21;MA;nao metropolitana;amazonia;22,5;Aw;21941;1,99;84,79;47,74
2108801;Episódico;Episódico/Epidêmico;Piorou;27,5;76,6;493,3;366,3;361,7;7,3;361,7;Pirapemas;21;MA;nao metropolitana;cerrado;46,62;Aw;14819;13,61;75,56;33,09
2108900;Episódico;Episódico;Se manteve;27,1;77,3;426,9;366,3;354,3;4,3;354,3;Poção De Pedras;21;MA;nao metropolitana;cerrado;100,7;Aw;17133;23,6;80,43;41,36
2109007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,1;70,9;409;366,3;279,3;3,7;279,3;Porto Franco;21;MA;nao metropolitana;cerrado;210,79;Aw;23565;3,12;91,58;75,72
2109056;Episódico;Episódico;Se manteve;26,7;83,8;751,5;366,3;366,3;9,7;366,3;Porto Rico Do Maranhão;21;MA;nao metropolitana;amazonia;17,6;As;5961;31,15;93,2;31,92
2109106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;26,9;74,6;358,3;366,3;308,3;3;308,3;Presidente Dutra;21;MA;nao metropolitana;cerrado;139,52;Aw;45102;23,29;87,26;62,82
2109205;Episódico;Episódico;Se manteve;27;78,9;616,9;366,3;366,3;9,7;366,3;Presidente Juscelino;21;MA;metropolitana;amazonia;41,11;Am;11293;19,04;44,07;17,44
2109239;Episódico;Sem transmissão;Melhorou;26,8;81;656,2;366,3;366,3;8;366,3;Presidente Médici;21;MA;nao metropolitana;amazonia;41,78;Am;4575;51,52;93,48;59,6
2109270;Episódico;Episódico;Se manteve;26,8;81,4;676,4;366,3;366,3;8,3;366,3;Presidente Sarney;21;MA;nao metropolitana;amazonia;30,41;Am;17542;2,24;85,73;11,9
2109304;Episódico;Episódico;Se manteve;27,5;76,2;483,1;366,3;359,7;6,3;359,7;Presidente Vargas;21;MA;nao metropolitana;cerrado;52,17;Am;9616;4,94;51,25;21,47
2109403;Episódico;Episódico;Se manteve;27;80,8;678,9;366,3;366,3;8,7;366,3;Primeira Cruz;21;MA;nao metropolitana;cerrado;42,51;As;13095;7,28;71,65;12,71
2109452;Episódico;Episódico;Se manteve;27;81,2;739,9;366,3;366,3;10,7;366,3;Raposa;21;MA;metropolitana;amazonia;10,47;As;31667;17,46;85,28;50,64
2109502;Episódico/Epidêmico;Episódico;Melhorou;26,9;67,3;421;366,3;245,3;3,3;245,3;Riachão;21;MA;nao metropolitana;cerrado;342,22;Aw;22153;10,29;81,83;54,16
2109551;Episódico;Episódico/Epidêmico;Piorou;27,4;71,5;386,6;366,3;284,3;4,3;284,3;Ribamar Fiquene;21;MA;nao metropolitana;cerrado;164,41;Aw;7424;20,83;89,98;46,83
2109601;Episódico/Epidêmico;Episódico;Melhorou;27,1;79,3;657,4;366,3;366,3;9,3;366,3;Rosário;21;MA;metropolitana;amazonia;24,68;Am;36688;7,51;79,81;56,84
2109700;Episódico;Episódico;Se manteve;27,1;65,2;317,8;366,3;227,7;3;227,7;Sambaíba;21;MA;nao metropolitana;cerrado;321,53;Aw;5568;16,22;68,52;23,66
2109759;Episódico;Episódico;Se manteve;26,6;73,4;404,3;366,3;291;4,3;291;Santa Filomena Do Maranhão;21;MA;nao metropolitana;cerrado;179,99;Aw;6698;10,67;95,44;25,57
2109809;Episódico/Epidêmico;Episódico;Melhorou;26,7;82,2;656,3;366,3;366,3;9;366,3;Santa Helena;21;MA;nao metropolitana;amazonia;23,64;Am;41221;4,51;71,59;49,99
2109908;Episódico/Epidêmico;Epidêmico;Piorou;27,4;79,4;539,5;366,3;366;6,7;366;Santa Inês;21;MA;nao metropolitana;amazonia;38,9;Aw;85261;36,06;96,74;86,55
2110005;Episódico;Episódico/Epidêmico;Piorou;26,8;78,6;469,1;366,3;361,7;6;361,7;Santa Luzia;21;MA;nao metropolitana;amazonia;168,12;Aw;57189;9,72;78,2;32,13
2110039;Episódico;Episódico;Se manteve;26,7;81,2;639,4;366,3;366,3;6;366,3;Santa Luzia Do Paruá;21;MA;nao metropolitana;amazonia;39,8;Am;23413;14,63;94,73;54,66
2110104;Episódico;Episódico;Se manteve;27,9;73,1;419;366,3;342,3;6;342,3;Santa Quitéria Do Maranhão;21;MA;nao metropolitana;cerrado;83,68;As;23782;3,21;74,44;27,64
2110203;Episódico;Episódico/Epidêmico;Piorou;27,4;77,6;527,7;366,3;365,7;5,3;365,7;Santa Rita;21;MA;metropolitana;amazonia;22,69;Am;35231;13,71;77,57;31,31
2110237;Episódico;Episódico;Se manteve;27,3;76,8;508,4;366,3;364,7;6,7;364,7;Santana Do Maranhão;21;MA;nao metropolitana;cerrado;88,67;As;10325;8,15;88,71;12,12
2110278;Episódico;Sem transmissão;Melhorou;27;81;642,6;366,3;366,3;10;366,3;Santo Amaro Do Maranhão;21;MA;nao metropolitana;cerrado;28,44;As;13193;0,92;80,52;13,33
2110302;Episódico;Sem transmissão;Melhorou;27;76,5;436,9;366,3;337,7;5,7;337,7;Santo Antônio Dos Lopes;21;MA;nao metropolitana;cerrado;101,09;Aw;14298;5,17;80,82;39,6
2110401;Episódico;Episódico;Se manteve;27,4;76,5;489,1;366,3;364;5,3;364;São Benedito Do Rio Preto;21;MA;nao metropolitana;cerrado;71,38;Am;18306;21,64;76,86;2,53
2110500;Episódico;Episódico;Se manteve;27,4;80,7;616,8;366,3;366,3;7;366,3;São Bento;21;MA;nao metropolitana;amazonia;22,22;Am;46307;10,26;81,08;38,32
2110609;Episódico/Epidêmico;Episódico;Melhorou;27,5;75;437,6;366,3;360,3;5;360,3;São Bernardo;21;MA;nao metropolitana;cerrado;71,05;As;26899;11,43;54,07;29,71
2110658;Episódico;Episódico;Se manteve;26,8;66,9;342;366,3;243;4,7;243;São Domingos Do Azeitão;21;MA;nao metropolitana;cerrado;368,95;Aw;7937;1,19;87,55;49,67
2110708;Episódico/Epidêmico;Episódico;Melhorou;26,7;73,8;401,1;366,3;295;3;295;São Domingos Do Maranhão;21;MA;nao metropolitana;cerrado;224,74;Aw;33837;19,86;91,46;47,61
2110807;Episódico;Episódico;Se manteve;27;66,2;318,3;366,3;235,3;4,7;235,3;São Félix De Balsas;21;MA;nao metropolitana;cerrado;299,27;Aw;4402;0,99;24,58;14,61
2110856;Episódico/Epidêmico;Episódico;Melhorou;26,4;74,9;447,6;366,3;316;2;316;São Francisco Do Brejão;21;MA;nao metropolitana;amazonia;322,88;Aw;8837;9,08;83,27;55,21
2110906;Episódico;Episódico;Se manteve;27,7;66,3;302,2;366,3;235,3;4;235,3;São Francisco Do Maranhão;21;MA;nao metropolitana;cerrado;205,34;Aw;12049;1,16;58,05;24,34
2111003;Episódico;Episódico;Se manteve;27,5;79,9;612,7;366,3;366,3;5;366,3;São João Batista;21;MA;nao metropolitana;amazonia;6,35;Am;18559;23,05;65,75;11,62
2111029;Episódico;Episódico;Se manteve;26,6;79,2;526,8;366,3;365,3;6,3;365,3;São João Do Carú;21;MA;nao metropolitana;amazonia;97,05;Am;12297;1,23;81,87;37,75
2111052;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;26,8;69,3;465,6;366,3;262;5,3;262;São João Do Paraíso;21;MA;nao metropolitana;cerrado;315,54;Aw;9622;2,51;81,1;39,74
2111078;Episódico;Episódico;Se manteve;26,9;75,4;422,5;366,3;316,7;5;316,7;São João Do Soter;21;MA;nao metropolitana;cerrado;130,43;Aw;16083;2,7;82,77;12,3
2111102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;26,6;70,5;398,7;366,3;257,3;5;257,3;São João Dos Patos;21;MA;nao metropolitana;cerrado;305,2;Aw;25452;1,21;93,15;63,11
2111201;Episódico/Epidêmico;Epidêmico;Piorou;27,1;81;753,7;366,3;366,3;11;366,3;São José De Ribamar;21;MA;metropolitana;amazonia;11,38;As;269657;45,72;74,61;81,05
2111250;Episódico;Episódico;Se manteve;27,1;75,4;364,9;366,3;323;4,7;323;São José Dos Basílios;21;MA;nao metropolitana;cerrado;86,61;Aw;6977;1,98;90,1;25,27
2111300;Epidêmico;Epidêmico;Se manteve;27,1;80,9;686,6;366,3;366,3;9;366,3;São Luís;21;MA;metropolitana;amazonia;15,09;Aw;1061374;66,45;83,19;91,16
2111409;Episódico;Episódico;Se manteve;27,3;77,5;473,8;366,3;359;5,3;359;São Luís Gonzaga Do Maranhão;21;MA;nao metropolitana;cerrado;51,89;Aw;17870;8,99;80,72;30,51
2111508;Episódico;Episódico/Epidêmico;Piorou;27,6;77,1;481,4;366,3;360,3;6;360,3;São Mateus Do Maranhão;21;MA;nao metropolitana;cerrado;31,49;Aw;38902;7,49;82,21;60,39
2111532;Episódico/Epidêmico;Episódico;Melhorou;27;76,6;523,1;366,3;341,3;5;341,3;São Pedro Da Água Branca;21;MA;nao metropolitana;amazonia;137,29;Aw;14379;3,98;91,89;67,4
2111573;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;26,6;68,2;460,2;366,3;252,3;5,7;252,3;São Pedro Dos Crentes;21;MA;nao metropolitana;cerrado;361,78;Aw;5764;0,27;84,25;54,21
2111607;Episódico;Episódico;Se manteve;26,9;66,6;324,1;366,3;236,7;2;236,7;São Raimundo Das Mangabeiras;21;MA;nao metropolitana;cerrado;358,71;Aw;18593;5,54;76,97;69,29
2111631;Episódico;Episódico;Se manteve;26,8;75,4;357;366,3;324;2,3;324;São Raimundo Do Doca Bezerra;21;MA;nao metropolitana;cerrado;188,7;Aw;5646;13,9;77,94;56,31
2111672;Episódico;Episódico;Se manteve;26,8;75,4;357;366,3;324;2,3;324;São Roberto;21;MA;nao metropolitana;cerrado;157,06;Aw;4548;24,31;71,12;46,81
2111706;Episódico;Episódico;Se manteve;27,5;79,9;612,7;366,3;366,3;5;366,3;São Vicente Ferrer;21;MA;nao metropolitana;amazonia;22;Aw;19446;4,34;68,63;10,32
2111722;Episódico;Episódico/Epidêmico;Piorou;27,4;77,6;469,2;366,3;360,7;3,7;360,7;Satubinha;21;MA;nao metropolitana;amazonia;31,49;Aw;8821;4;91,43;14,7
2111748;Episódico;Episódico;Se manteve;26,9;74,4;410,4;366,3;305,7;5;305,7;Senador Alexandre Costa;21;MA;nao metropolitana;cerrado;143,24;Aw;10087;2,25;69,62;26,58
2111763;Episódico;Episódico;Se manteve;26,9;72,9;400,5;366,3;291;3,7;291;Senador La Rocque;21;MA;nao metropolitana;amazonia;248,12;Aw;14688;18,31;94,94;49,07
2111789;Sem transmissão;Sem transmissão;Se manteve;26,6;83,5;693,7;366,3;366,3;7,7;366,3;Serrano Do Maranhão;21;MA;nao metropolitana;amazonia;26,2;As;10194;0,66;76,9;0,55
2111805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;26,9;71,7;347,1;366,3;290;2,3;290;Sítio Novo;21;MA;nao metropolitana;cerrado;311,83;Aw;16626;3,56;81,75;30,16
2111904;Episódico;Episódico;Se manteve;26,2;71,5;404,2;366,3;267,7;4,7;267,7;Sucupira Do Norte;21;MA;nao metropolitana;cerrado;319,44;Aw;10247;1,22;77,03;19,59
2111953;Episódico;Episódico/Epidêmico;Piorou;27,2;67,1;319,3;366,3;236,3;3,3;236,3;Sucupira Do Riachão;21;MA;nao metropolitana;cerrado;312,86;Aw;4966;0,91;91,67;0,08
2112001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;26,6;64,6;353,8;366,3;228,3;4,3;228,3;Tasso Fragoso;21;MA;nao metropolitana;cerrado;417,23;Aw;8891;1,91;87,14;59,55
2112100;Episódico;Episódico;Se manteve;27;78,4;478,2;366,3;360,7;6,3;360,7;Timbiras;21;MA;nao metropolitana;cerrado;86,32;Aw;26501;14,88;77,92;35,71
2112209;Episódico/Epidêmico;Episódico;Melhorou;27,5;72,5;399,3;366,3;288,7;4,7;288,7;Timon;21;MA;metropolitana;cerrado;140,18;Aw;175044;38,25;89,98;68,39
2112233;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,1;77,3;426,9;366,3;354,3;4,3;354,3;Trizidela Do Vale;21;MA;nao metropolitana;cerrado;56,7;Aw;22438;15,47;92,02;81,52
2112274;Episódico;Episódico;Se manteve;27,5;78,4;503,2;366,3;364,3;6,7;364,3;Tufilândia;21;MA;nao metropolitana;amazonia;27,94;Aw;5502;5,24;95,92;15,95
2112308;Episódico/Epidêmico;Episódico;Melhorou;27;74,8;315,5;366,3;316;1,7;316;Tuntum;21;MA;nao metropolitana;cerrado;194,1;Aw;34411;12,04;87,82;42,5
2112407;Episódico;Episódico;Se manteve;26,6;83,2;778,6;366,3;366,3;11;366,3;Turiaçu;21;MA;nao metropolitana;amazonia;33,97;Am;37522;7,31;49,79;20,28
2112456;Episódico;Episódico;Se manteve;26,7;82,2;656,3;366,3;366,3;9;366,3;Turilândia;21;MA;nao metropolitana;amazonia;25,61;Am;31875;6,42;82,37;37,47
2112506;Episódico/Epidêmico;Episódico;Melhorou;27,3;78,2;548,3;366,3;366,3;8,3;366,3;Tutóia;21;MA;nao metropolitana;cerrado;45,59;As;53346;3,53;76,36;25,94
2112605;Episódico;Episódico;Se manteve;27;78,3;537,1;366,3;366;4,3;366;Urbano Santos;21;MA;nao metropolitana;cerrado;83,28;Aw;32792;19,5;74,57;19,19
2112704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,5;76,6;493,3;366,3;361,7;7,3;361,7;Vargem Grande;21;MA;nao metropolitana;cerrado;58,13;Aw;48430;20,03;63,03;28,05
2112803;Episódico/Epidêmico;Episódico;Melhorou;27,5;80,3;607,2;366,3;366,3;7,7;366,3;Viana;21;MA;nao metropolitana;amazonia;15,95;Am;51449;29,77;76,31;44
2112852;Episódico;Episódico;Se manteve;27,2;74,3;483,5;366,3;310,3;4,7;310,3;Vila Nova Dos Martírios;21;MA;nao metropolitana;amazonia;198,92;Aw;10138;0,98;88,37;67,77
2112902;Episódico;Episódico/Epidêmico;Piorou;27,6;77,7;527,1;366,3;365;6,7;365;Vitória Do Mearim;21;MA;nao metropolitana;amazonia;13,17;Am;30478;19,27;86,51;54,11
2113009;Episódico/Epidêmico;Episódico;Melhorou;27,1;77,4;445,4;366,3;358,7;5,3;358,7;Vitorino Freire;21;MA;nao metropolitana;amazonia;52,65;Aw;30067;10,83;83,12;42,78
2114007;Episódico/Epidêmico;Episódico;Melhorou;26,9;79,9;544,8;366,3;366;5;366;Zé Doca;21;MA;nao metropolitana;amazonia;72,66;Am;40786;9,68;89,28;58,61
2200053;Episódico;Episódico;Se manteve;26,4;61,3;159,1;366,3;199,3;2,3;199,3;Acauã;22;PI;nao metropolitana;caatinga;471,59;BSh;6422;1,44;25,58;20,09
2200103;Episódico/Epidêmico;Episódico;Melhorou;27,1;70,7;407,6;366,3;265,3;6;265,3;Agricolândia;22;PI;nao metropolitana;cerrado;297,59;Aw;4962;56,04;97,2;42,4
2200202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,2;69,8;387,1;366,3;260;4,7;260;Água Branca;22;PI;nao metropolitana;cerrado;233,07;Aw;17642;2,12;92,8;87,64
2200251;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,5;59,4;167,7;366,3;185,3;2,3;185,3;Alagoinha Do Piauí;22;PI;nao metropolitana;caatinga;444,92;BSh;6819;7,38;47,65;48,92
2200277;Episódico;Episódico;Se manteve;25,5;63,7;181,5;366,3;221,7;1,7;221,7;Alegrete Do Piauí;22;PI;nao metropolitana;caatinga;486,82;BSh;4571;2,21;89,99;64,18
2200301;Episódico/Epidêmico;Episódico;Melhorou;28,3;66,5;341,4;366,3;239;5,3;239;Alto Longá;22;PI;nao metropolitana;cerrado;163,68;Aw;13185;4,29;90,24;42,59
2200400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;27,7;71,2;403;366,3;278;5,3;278;Altos;22;PI;metropolitana;cerrado;172,39;Aw;46826;7,41;84,33;44,71
2200459;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;26,5;62;262,6;366,3;207,3;2,3;207,3;Alvorada Do Gurguéia;22;PI;nao metropolitana;caatinga;375,75;Aw;5327;1,09;88,17;27,3
2200509;Episódico;Episódico;Se manteve;27,6;66,1;317,1;366,3;233;4,7;233;Amarante;22;PI;nao metropolitana;cerrado;164,11;Aw;17194;9,53;73,7;41,33
