"municipio_geocodigo","epiyear","Xp","Tp","Dc3","Dc6","Dcmax","Dcmed","Dci","Ds3","Ds6","Dsmax","Dsmed","P","Inc"
"210240","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210250","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210255","2022/2023",3,9,0,0,0,0,6,2,2,18,2,0,134.10072117062
"210260","2022/2023",1,5,0,0,0,0,1,2,2,34,25.5,0,4.91177229023662
"210270","2022/2023",3,5,0,0,0,0,1,4,3,17,10,0,65.0150601291627
"210275","2022/2023",1,14,0,0,0,0,0,2,2,26,25,0,17.2136269029127
"210280","2022/2023",4,16,0,0,0,0,3,4,3,25,6,0,56.7664341946028
"210290","2022/2023",1,12,0,0,0,0,4,5,2,24,4,0,24.2947797759975
"210300","2022/2023",43,17,1,1,24,24,3,2,1,6,3,0.461538461538462,343.730583629807
"210310","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210312","2022/2023",1,7,0,0,0,0,1,2,2,32,25.5,0,13.6694439296497
"210315","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210317","2022/2023",1,2,0,0,0,0,1,2,2,37,25.5,0,5.94460315772747
"210320","2022/2023",23,11,1,1,14,1.5,4,5,1,6,4,0.346153846153846,252.537516390656
"210325","2022/2023",8,48,2,0,4,3.5,2,3,1,25,2,0.134615384615385,406.718385177374
"210330","2022/2023",5,16,0,0,1,1,1,2,2,22,11,0.0192307692307692,9.2495060731416
"210340","2022/2023",5,14,0,0,1,1,6,3,2,23,2,0.0192307692307692,55.1464617999178
"210350","2022/2023",7,4,0,0,1,1,2,3,3,26,7,0.0192307692307692,33.5728163488548
"210355","2022/2023",1,11,0,0,0,0,1,2,2,28,25.5,0,6.54856167769113
"210360","2022/2023",1,5,0,0,0,0,3,3,2,26,11,0,4.86137599377744
"210370","2022/2023",2,12,0,0,0,0,2,5,3,15,5,0,51.8501530576633
"210375","2022/2023",3,5,0,0,0,0,3,2,2,19,1.5,0,157.362623482293
"210380","2022/2023",14,3,1,0,3,3,1,4,4,27,6,0.0576923076923077,182.144095040769
"210390","2022/2023",2,15,0,0,0,0,2,2,2,26,25,0,28.5369333772363
"210400","2022/2023",2,18,0,0,0,0,4,5,4,21,7,0,26.6392896735867
"210405","2022/2023",2,5,0,0,0,0,4,3,2,23,1,0,31.7460141269763
"210407","2022/2023",2,6,0,0,0,0,7,6,3,14,3,0,157.469493197481
"210408","2022/2023",1,7,0,0,0,0,2,3,2,27,19,0,18.1663513756644
"210409","2022/2023",7,13,0,0,1,1,5,4,3,16,4,0.0384615384615385,104.627212606097
"210410","2022/2023",1,6,0,0,0,0,1,4,2,23,10.5,0,38.6642109935736
"210420","2022/2023",1,6,0,0,0,0,1,2,2,33,25.5,0,5.74407283484355
"210430","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210440","2022/2023",5,10,0,0,1,1,0,2,2,21,21,0.0384615384615385,135.966596667838
"210450","2022/2023",4,19,0,0,0,0,1,2,2,23,11,0,104.966551087239
"210455","2022/2023",10,6,1,0,4,2.5,3,3,1,24,2,0.0961538461538462,331.638452367604
"210460","2022/2023",32,17,1,1,6,6,0,2,2,22,21,0.115384615384615,811.164812229869
"210462","2022/2023",1,13,0,0,0,0,1,2,2,26,25.5,0,13.7764584169525
"210465","2022/2023",3,14,0,0,0,0,3,2,2,23,2,0,91.1022850905855
"210467","2022/2023",1,43,0,0,0,0,1,2,1,48,25.5,0,4.18466777962735
"210470","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210480","2022/2023",4,11,0,0,0,0,1,3,3,23,7,0,29.1720493007633
"210490","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210500","2022/2023",2,21,0,0,0,0,3,4,3,14,6.5,0,48.7116278835158
"210510","2022/2023",1,6,0,0,0,0,2,3,3,24,18,0,7.85873916353545
"210515","2022/2023",2,12,0,0,0,0,5,3,3,22,6,0,42.0766725983087
"210520","2022/2023",3,13,0,0,0,0,0,2,2,26,25,0,47.5284302273504
"210530","2022/2023",40,9,1,1,23,1,0,0,0,2,1,0.538461538461538,201.04960883442
"210535","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210540","2022/2023",2,13,0,0,0,0,2,3,2,22,5,0,14.3836623724161
"210542","2022/2023",10,10,1,0,3,2,2,4,4,13,6.5,0.0769230769230769,198.178037946289
"210545","2022/2023",1,11,0,0,0,0,1,2,2,28,25.5,0,12.9995287670822
"210547","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210550","2022/2023",2,6,0,0,0,0,2,4,2,23,3,0,27.689020352571
"210560","2022/2023",17,10,0,0,2,2,0,2,2,29,25,0.0384615384615385,156.46244431197
"210565","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210570","2022/2023",2,2,0,0,0,0,4,6,4,14,6,0,26.0087617015982
"210580","2022/2023",3,10,0,0,0,0,6,4,2,22,3,0,142.725508263572
"210590","2022/2023",1,3,0,0,0,0,1,2,2,36,25.5,0,6.58239513105296
"210592","2022/2023",1,46,0,0,0,0,2,3,2,41,6,0,18.4162388727845
"210594","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210596","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210598","2022/2023",10,11,0,0,2,2,7,3,1,14,1,0.0384615384615385,539.520975607161
"210600","2022/2023",1,6,0,0,0,0,1,2,2,33,25.5,0,8.6210612526402
"210610","2022/2023",2,15,0,0,0,0,9,3,1,27,1.5,0,109.246963588924
"210620","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210630","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210632","2022/2023",2,15,0,0,0,0,2,2,2,24,24,0,13.938434115211
"210635","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210637","2022/2023",1,5,0,0,0,0,2,4,2,22,11,0,28.3728768937702
"210640","2022/2023",1,48,0,0,0,0,1,2,2,43,25.5,0,5.75201195976025
"210650","2022/2023",1,46,0,0,0,0,2,3,2,40,6,0,8.85028801730572
"210660","2022/2023",11,1,0,0,2,2,1,3,2,24,4,0.0384615384615385,128.926611006043
"210663","2022/2023",1,10,0,0,0,0,2,3,2,25,22,0,11.37853090037
"210667","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210670","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210675","2022/2023",7,3,0,0,1,1,3,3,2,22,3,0.0576923076923077,126.400392060769
"210680","2022/2023",1,14,0,0,0,0,1,2,2,26,25.5,0,6.97010762114248
"210690","2022/2023",1,50,0,0,0,0,4,5,4,21,6,0,13.8020912822541
"210700","2022/2023",1,42,0,0,0,0,5,4,3,27,4.5,0,53.4580138702985
"210710","2022/2023",1,40,0,0,0,0,1,2,1,44,24.5,0,15.8057433613345
"210720","2022/2023",1,15,0,0,0,0,1,2,2,27,25.5,0,6.95589361495785
"210725","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210730","2022/2023",2,4,0,0,0,0,2,3,3,26,10.5,0,112.911666163631
"210735","2022/2023",1,43,0,0,0,0,2,3,1,44,3,0,13.4008789172605
"210740","2022/2023",2,14,0,0,0,0,2,3,3,25,18,0,16.2871040589343
"210745","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210750","2022/2023",6,13,0,0,1,1,6,3,0,4,1,0.0576923076923077,46.6502233730491
"210760","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210770","2022/2023",13,11,1,0,3,2,4,4,2,17,4.5,0.0769230769230769,297.522045954487
"210780","2022/2023",2,42,0,0,0,0,4,5,2,24,4,0,30.756500489886
"210790","2022/2023",1,10,0,0,0,0,0,2,2,28,25,0,11.3240603071542
"210800","2022/2023",1,5,0,0,0,0,1,2,2,34,25.5,0,5.20223175742394
"210805","2022/2023",1,10,0,0,0,0,2,2,2,26,22,0,11.570764682911
"210810","2022/2023",1,6,0,0,0,0,2,3,2,29,18,0,9.58317342180568
"210820","2022/2023",35,9,2,1,9,2,1,4,2,8,3.5,0.269230769230769,674.154502050636
"210825","2022/2023",2,12,0,0,0,0,1,2,2,25,23,0,16.1175402618868
"210830","2022/2023",2,12,0,0,0,0,2,2,2,25,24,0,8.85617905831567
"210840","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210845","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210850","2022/2023",2,8,0,0,0,0,3,4,4,17,7,0,21.4871974083134
"210860","2022/2023",55,11,1,1,13,1,4,2,1,15,1,0.288461538461538,394.024215704469
"210870","2022/2023",2,5,0,0,0,0,2,3,2,22,4,0,44.500640766438
"210880","2022/2023",1,50,0,0,0,0,4,6,4,14,7,0,33.0757769229668
"210890","2022/2023",3,10,0,0,0,0,5,6,3,17,5,0,39.3746994839643
"210900","2022/2023",2,11,0,0,0,0,6,6,3,12,3,0,45.228367675001
"210905","2022/2023",7,27,0,0,1,1,2,4,3,17,7,0.0192307692307692,327.085682296016
"210910","2022/2023",2,16,0,0,0,0,2,4,3,15,6,0,25.764586823148
"210920","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210923","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210927","2022/2023",4,17,0,0,0,0,1,2,2,29,25.5,0,22.3036687390492
"210930","2022/2023",1,42,0,0,0,0,3,3,2,34,6.5,0,27.7283791962503
"210940","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210945","2022/2023",1,1,0,0,0,0,1,2,2,38,25.5,0,3.16715321042749
"210950","2022/2023",1,4,0,0,0,0,2,3,2,28,9.5,0,17.7036644883215
"210955","2022/2023",3,10,0,0,0,0,4,3,2,18,1,0,315.403200533759
"210960","2022/2023",1,3,0,0,0,0,2,3,3,27,15,0,5.00520131858179
"210970","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210975","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210980","2022/2023",19,12,2,1,6,4.5,4,4,1,12,2.5,0.173076923076923,282.402005898037
"210990","2022/2023",18,13,2,2,9,4,3,0,0,2,1,0.346153846153846,198.586327222257
"211000","2022/2023",31,13,3,1,8,2,1,1,0,3,1,0.346153846153846,405.631980356459
"211003","2022/2023",1,48,0,0,0,0,1,2,2,43,25.5,0,4.02002125199697
"211010","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"211020","2022/2023",2,16,0,0,0,0,3,5,4,23,6,0,15.7663268652651
"211023","2022/2023",1,10,0,0,0,0,1,2,2,29,25.5,0,9.17287158508985
"211027","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"211030","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"211040","2022/2023",1,46,0,0,0,0,2,3,3,27,17,0,10.6432406211559
"211050","2022/2023",1,49,0,0,0,0,1,2,2,42,25.5,0,2.10462239836293
"211060","2022/2023",1,3,0,0,0,0,2,3,2,30,15,0,7.16372838999337
"211065","2022/2023",2,13,0,0,0,0,1,2,2,26,25.5,0,24.5804774285039
"211070","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"211080","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"211085","2022/2023",11,9,0,0,2,1,3,3,2,8,2,0.0961538461538462,802.914373299597
"211090","2022/2023",1,9,0,0,0,0,2,2,2,23,11.5,0,40.4256824360516
"211100","2022/2023",1,41,0,0,0,0,1,1,1,50,25.5,0,5.23332318538293
"211102","2022/2023",1,15,0,0,0,0,1,2,2,27,25.5,0,7.83353733170135
"211105","2022/2023",2,13,0,0,0,0,3,3,3,26,10.5,0,39.1964723174914
"211107","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"211110","2022/2023",1,9,0,0,0,0,5,4,3,21,6,0,19.2925710986897
"211120","2022/2023",44,28,2,1,33,2,0,0,0,0,0,0.807692307692308,242.335637790317
"211125","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"211130","2022/2023",142,13,1,1,52,52,0,0,0,0,0,1,307.632240754628
"211140","2022/2023",3,27,0,0,0,0,1,3,3,28,10,0,32.600160597586
"211150","2022/2023",3,9,0,0,0,0,5,5,2,13,3,0,57.1199463951272
"211153","2022/2023",3,49,0,0,0,0,5,2,1,25,2,0,123.733745074115
"211157","2022/2023",8,36,0,0,2,1,2,4,3,8,5.5,0.134615384615385,1199.82332271951
"211160","2022/2023",2,16,0,0,0,0,4,3,3,20,10,0,31.4686795863079
"211163","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"211167","2022/2023",1,14,0,0,0,0,1,2,2,26,25.5,0,21.2032000521925
"211170","2022/2023",1,10,0,0,0,0,1,2,2,29,25.5,0,4.98291674073166
"211172","2022/2023",6,6,0,0,1,1,3,4,2,27,4,0.0192307692307692,120.127435888281
"211174","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"211176","2022/2023",1,40,0,0,0,0,6,4,2,25,4.5,0,39.8121174304341
"211178","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"211180","2022/2023",14,21,2,0,5,2,3,1,1,9,2,0.25,907.848142963024
"211190","2022/2023",12,5,0,0,1,1,1,3,3,15,14,0.0384615384615385,285.66850550507
"211195","2022/2023",2,52,0,0,0,0,1,2,2,39,25.5,0,39.0487865777306
"211200","2022/2023",13,11,1,1,6,6,6,4,0,5,1.5,0.115384615384615,986.96136178489
"211210","2022/2023",1,14,0,0,0,0,2,2,2,26,23,0,7.26774911869807
"211220","2022/2023",39,13,1,1,13,13,2,2,1,13,2,0.25,137.439128352863
"211223","2022/2023",7,6,0,0,1,1,3,4,1,7,4,0.0576923076923077,261.649811079612
"211227","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"211230","2022/2023",1,10,0,0,0,0,1,2,2,29,25.5,0,2.64817291346891
"211240","2022/2023",1,3,0,0,0,0,1,2,2,36,25.5,0,2.59323166535343
"211245","2022/2023",39,11,1,0,5,5,1,3,2,24,17,0.0961538461538462,375.260246589281
"211250","2022/2023",1,42,0,0,0,0,6,6,3,14,5,0,10.8958159193807
"211260","2022/2023",9,10,0,0,1,1,6,5,3,17,4,0.0576923076923077,76.9719946051285
"211270","2022/2023",2,48,0,0,0,0,3,3,3,21,8,0,13.2471898018717
"211280","2022/2023",1,41,0,0,0,0,5,3,3,22,5,0,9.43728551726942
"211285","2022/2023",5,6,0,0,1,1,2,3,2,27,18,0.0192307692307692,56.1630384203785
"211290","2022/2023",7,14,0,0,1,1,4,4,3,10,2,0.0192307692307692,93.8514656169741
"211300","2022/2023",6,2,0,0,1,1,2,3,3,25,11,0.0192307692307692,31.2574010913642
"211400","2022/2023",1,41,0,0,0,0,2,2,2,42,7,0,4.67179096251022
"220005","2022/2023",1,6,0,0,0,0,2,3,3,18,18,0,30.564188469366
"220010","2022/2023",9,21,0,0,1,1,2,3,2,20,5,0.0192307692307692,318.917520339616
"220020","2022/2023",15,8,1,1,7,7,1,3,2,24,16,0.134615384615385,367.876808432868
"220025","2022/2023",1,5,0,0,0,0,2,2,2,32,17,0,28.7977759256131
"220027","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220030","2022/2023",2,19,0,0,0,0,1,4,3,20,11.5,0,50.8163776717862
"220040","2022/2023",20,17,0,0,2,2,1,2,2,20,7.5,0.0384615384615385,106.625951116102
"220045","2022/2023",2,17,0,0,0,0,1,2,2,29,18,0,92.0445212268827
"220050","2022/2023",14,15,1,0,3,1,1,3,1,17,4,0.153846153846154,562.695209494115
"220060","2022/2023",1,40,0,0,0,0,2,3,3,28,13,0,57.4254090870188
"220070","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220080","2022/2023",1,6,0,0,0,0,2,3,3,22,18,0,62.44933497463
"220090","2022/2023",1,19,0,0,0,0,1,2,2,31,25.5,0,18.2715789103814
"220095","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220100","2022/2023",10,12,0,0,1,1,2,2,2,24,24,0.0192307692307692,238.841368828278
"220105","2022/2023",2,26,0,0,0,0,2,2,2,36,13,0,39.3617839971639
"220110","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220115","2022/2023",6,26,0,0,1,1,1,4,4,16,10.5,0.0384615384615385,184.952940147094
"220117","2022/2023",12,7,1,0,3,2.5,1,2,2,23,10,0.0961538461538462,1079.56609747236
"220120","2022/2023",2,16,0,0,0,0,2,2,2,25,10,0,16.2299946296664
"220130","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220140","2022/2023",19,6,0,0,1,1,1,2,2,13,1.5,0.0576923076923077,857.094546110749
"220150","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220155","2022/2023",1,10,0,0,0,0,0,2,2,28,25,0,48.0919295730685
"220157","2022/2023",2,27,0,0,0,0,1,2,2,35,12,0,143.534198402906
"220160","2022/2023",4,14,0,0,0,0,7,7,1,6,3,0,334.905253826169
"220170","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220173","2022/2023",2,20,0,0,0,0,2,3,2,32,7,0,94.6222993218735
"220177","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220180","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220190","2022/2023",11,9,0,0,2,1,5,2,0,5,2,0.0961538461538462,286.037487736628
"220191","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220192","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220194","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220196","2022/2023",3,16,0,0,0,0,1,2,2,28,9,0,92.8629467913173
"220198","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220200","2022/2023",1,5,0,0,0,0,2,3,3,20,17,0,9.9865229951695
"220202","2022/2023",2,2,0,0,0,0,5,5,3,18,7,0,92.4719218154982
"220205","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220207","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220208","2022/2023",2,13,0,0,0,0,4,4,2,20,3.5,0,98.5966567200969
"220209","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220210","2022/2023",6,16,0,0,1,1,1,2,2,27,21,0.0192307692307692,159.086172314035
"220211","2022/2023",1,32,0,0,0,0,1,2,2,44,25.5,0,21.2834318715299
"220213","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220217","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220220","2022/2023",6,16,0,0,1,1,4,3,2,17,1.5,0.0192307692307692,51.0043421124421
"220225","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220230","2022/2023",6,12,0,0,1,1,2,2,2,24,2,0.0192307692307692,126.547715059324
"220240","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220245","2022/2023",9,24,0,0,2,1.5,2,3,2,25,9.5,0.0576923076923077,642.944610226719
"220250","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220253","2022/2023",3,12,0,0,0,0,2,3,3,24,17,0,87.2932869783597
"220255","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220260","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220265","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220270","2022/2023",2,21,0,0,0,0,2,3,2,29,18,0,10.3178799931346
"220271","2022/2023",3,22,0,0,0,0,1,3,2,33,13,0,99.5200073491698
"220272","2022/2023",1,22,0,0,0,0,1,2,2,34,25.5,0,15.3824536492653
"220273","2022/2023",3,21,0,0,0,0,0,2,2,26,7.5,0,356.912432907326
"220275","2022/2023",1,41,0,0,0,0,2,2,2,29,20,0,31.8621593965797
"220277","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220280","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220285","2022/2023",5,30,0,0,1,1,0,2,1,42,23.5,0.0384615384615385,369.497780570723
"220290","2022/2023",4,20,0,0,0,0,2,3,2,18,3,0,56.9559703650967
"220300","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220310","2022/2023",1,21,0,0,0,0,1,2,2,33,25.5,0,9.34143762928684
"220320","2022/2023",1,48,0,0,0,0,2,3,3,31,11,0,17.3626327761431
"220323","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220325","2022/2023",3,33,0,0,0,0,2,4,3,31,6,0,133.016991641673
"220327","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220330","2022/2023",2,13,0,0,0,0,3,4,3,20,12,0,23.9442513363598
"220335","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220340","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220342","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220345","2022/2023",3,4,0,0,0,0,4,3,3,23,8,0,85.4433142147071
"220350","2022/2023",2,28,0,0,0,0,5,3,2,27,1.5,0,79.1584296462158
"220360","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220370","2022/2023",24,5,2,0,4,3.5,2,4,2,13,3,0.134615384615385,289.205421325207
"220375","2022/2023",2,16,0,0,0,0,1,3,3,22,20,0,92.7905325105906
"220380","2022/2023",3,17,0,0,0,0,1,2,2,29,25.5,0,66.6297924866367
"220385","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220390","2022/2023",9,12,1,0,4,1.5,4,3,1,6,2,0.153846153846154,142.725508263572
"220400","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220410","2022/2023",1,1,0,0,0,0,3,3,3,23,12,0,66.759388038943
"220415","2022/2023",2,10,0,0,0,0,1,2,2,29,25.5,0,67.3171836820558
"220420","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220430","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220435","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220440","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220450","2022/2023",14,13,2,0,3,3,3,5,3,14,5,0.115384615384615,619.858202851348
"220455","2022/2023",6,5,0,0,1,1,0,4,2,19,11,0.0192307692307692,460.223828088699
"220460","2022/2023",4,10,0,0,0,0,2,2,2,23,12,0,196.48539449571
"220465","2022/2023",2,20,0,0,0,0,4,3,3,21,2,0,95.2005109907769
"220470","2022/2023",20,19,0,0,2,1.5,5,4,2,14,4,0.0576923076923077,320.511006244807
"220480","2022/2023",2,12,0,0,0,0,2,2,2,27,22,0,31.1467701697798
"220490","2022/2023",2,13,0,0,0,0,3,3,3,26,11,0,50.3953490907637
"220500","2022/2023",1,7,0,0,0,0,2,3,3,23,19,0,18.1581998240051
"220510","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220515","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220520","2022/2023",8,9,1,0,3,3,1,2,2,25,21,0.0576923076923077,123.125007399339
"220525","2022/2023",1,6,0,0,0,0,2,3,2,27,18,0,46.9842015622247
"220527","2022/2023",2,14,0,0,0,0,1,2,2,22,21,0,217.77641900183
"220530","2022/2023",7,11,0,0,1,1,0,2,2,27,25,0.0192307692307692,174.600276590342
"220535","2022/2023",4,20,0,0,0,0,0,2,2,31,23,0,465.040515377318
"220540","2022/2023",2,16,0,0,0,0,2,4,2,22,4,0,70.6383053870538
"220545","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220550","2022/2023",29,12,2,1,7,5.5,3,4,2,13,7,0.211538461538462,378.592090925259
"220551","2022/2023",1,3,0,0,0,0,1,2,2,36,25.5,0,18.7705641456957
"220552","2022/2023",1,7,0,0,0,0,1,2,2,32,25.5,0,18.2460621839835
"220553","2022/2023",14,17,0,0,1,1,1,2,2,29,5.5,0.0384615384615385,866.00236143642
"220554","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220555","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220556","2022/2023",1,11,0,0,0,0,1,2,2,28,25.5,0,19.6699979573464
"220557","2022/2023",2,20,0,0,0,0,3,3,2,22,4,0,92.992202961444
"220558","2022/2023",2,20,0,0,0,0,0,2,2,31,24,0,101.660785329567
"220559","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220560","2022/2023",1,13,0,0,0,0,2,3,2,25,20,0,37.5338120097371
"220570","2022/2023",59,16,1,1,8,4.5,0,2,2,21,7,0.173076923076923,842.418371687873
"220580","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220585","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220590","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220595","2022/2023",4,10,0,0,0,0,0,2,2,28,25,0,69.042663719076
"220600","2022/2023",7,14,0,0,2,2,2,2,2,25,2,0.0384615384615385,540.078455183874
"220605","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220610","2022/2023",1,15,0,0,0,0,1,2,2,27,25.5,0,9.21473613514474
"220620","2022/2023",1,15,0,0,0,0,1,2,2,27,25.5,0,3.01908876933813
"220630","2022/2023",4,13,0,0,0,0,3,5,2,14,3.5,0,1958.19996234231
"220635","2022/2023",3,15,0,0,0,0,3,3,2,18,2.5,0,254.709900118567
"220640","2022/2023",6,15,0,0,2,2,5,4,4,9,1.5,0.0384615384615385,277.075748430654
"220650","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220660","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220665","2022/2023",18,25,0,0,2,2,5,4,4,15,6,0.0961538461538462,1278.52305568736
"220667","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220669","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220670","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220672","2022/2023",1,2,0,0,0,0,2,3,3,22,14,0,19.0275808443489
"220675","2022/2023",1,17,0,0,0,0,1,2,2,29,25.5,0,18.6878606173103
"220680","2022/2023",3,13,0,0,0,0,4,5,2,25,5,0,91.9098355675598
"220690","2022/2023",7,17,0,0,1,1,2,3,3,22,19,0.0192307692307692,128.522195566911
"220695","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220700","2022/2023",15,16,2,0,4,2,2,2,1,11,2,0.230769230769231,338.044415986236
"220710","2022/2023",13,7,0,0,2,2,0,2,2,29,18,0.0384615384615385,745.618594580643
"220720","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220730","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220735","2022/2023",2,20,0,0,0,0,0,2,2,31,25,0,98.0909982645439
"220740","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220750","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220755","2022/2023",2,22,0,0,0,0,1,2,2,34,25.5,0,51.5128175282268
"220760","2022/2023",3,12,0,0,0,0,2,4,4,16,6,0,116.378828005521
"220770","2022/2023",173,21,1,1,36,1,1,0,0,2,1.5,0.75,1090.94692358384
"220775","2022/2023",1,15,0,0,0,0,1,2,2,27,25.5,0,23.7865976245423
"220777","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220779","2022/2023",4,16,0,0,0,0,3,3,2,28,9.5,0,151.464030933616
"220780","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220785","2022/2023",1,18,0,0,0,0,1,2,2,30,25.5,0,27.0695166009016
"220790","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220793","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"220795","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
