"municipio_geocodigo","epiyear","Xp","Tp","Dc3","Dc6","Dcmax","Dcmed","Dci","Ds3","Ds6","Dsmax","Dsmed","P","Inc"
"160053","2010/2011",10,6,0,0,2,2,4,4,3,13,4,0.0769230769230769,334.51103548135
"160055","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"160060","2010/2011",124,6,2,2,24,3.5,0,0,0,1,1,0.615384615384615,1247.68285072227
"160070","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"160080","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"170025","2010/2011",1,9,0,0,0,0,3,4,3,21,7,0,205.586415482239
"170030","2010/2011",17,14,0,0,2,1,2,3,3,8,4,0.115384615384615,1758.47371022345
"170035","2010/2011",3,13,0,0,0,0,3,4,2,21,3,0,174.590677193589
"170040","2010/2011",8,48,0,0,2,2,2,3,1,22,1.5,0.0384615384615385,418.714842359146
"170070","2010/2011",7,14,0,0,2,2,6,6,2,12,3,0.0384615384615385,376.077493660473
"170100","2010/2011",9,49,1,0,3,1,5,2,0,5,1,0.0961538461538462,764.189222718025
"170105","2010/2011",6,22,0,0,1,1,6,4,3,17,5,0.0192307692307692,343.284791343462
"170110","2010/2011",4,35,0,0,0,0,6,5,2,14,3,0,325.246839118974
"170130","2010/2011",3,17,0,0,0,0,5,5,2,10,2.5,0,470.104304392537
"170190","2010/2011",2,1,0,0,0,0,4,4,2,22,4.5,0,125.587938727577
"170200","2010/2011",38,21,3,3,10,2,0,0,0,1,1,0.615384615384615,5160.63606529669
"170210","2010/2011",153,19,1,1,49,25.5,0,0,0,0,0,0.980769230769231,1861.55404288457
"170215","2010/2011",13,8,0,0,2,1,4,3,2,13,1,0.0961538461538462,1488.40191431385
"170220","2010/2011",13,12,1,1,6,1,3,4,1,7,3,0.25,422.148737071695
"170230","2010/2011",7,3,0,0,1,1,2,2,1,10,2,0.0769230769230769,1064.13971381349
"170240","2010/2011",7,7,0,0,1,1,4,2,2,14,2,0.0384615384615385,453.162265171065
"170255","2010/2011",16,4,3,1,6,3,4,4,2,9,3,0.269230769230769,900.536502450024
"170270","2010/2011",1,19,0,0,0,0,1,2,2,31,25.5,0,28.5554249816037
"170290","2010/2011",8,19,1,0,3,3,4,3,2,16,1,0.0576923076923077,531.49898044186
"170300","2010/2011",1,6,0,0,0,0,3,4,3,18,13.5,0,28.9425934790111
"170305","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"170307","2010/2011",4,9,0,0,0,0,1,2,2,27,19,0,190.648157908003
"170310","2010/2011",2,50,0,0,0,0,2,4,3,17,5,0,222.285947360265
"170320","2010/2011",1,4,0,0,0,0,5,4,3,16,6.5,0,199.415389073059
"170330","2010/2011",1,22,0,0,0,0,2,2,2,34,15,0,52.7667001532264
"170360","2010/2011",5,5,0,0,1,1,3,2,1,8,1,0.0192307692307692,2539.07419605964
"170370","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"170380","2010/2011",11,4,0,0,1,1,2,3,1,17,2,0.0384615384615385,534.355511219818
"170382","2010/2011",15,19,2,0,4,2,4,4,2,9,3,0.173076923076923,5378.58286111718
"170384","2010/2011",9,12,0,0,2,1,3,2,2,13,2,0.0961538461538462,815.467670943347
"170386","2010/2011",5,46,0,0,1,1,6,5,4,14,6,0.0192307692307692,314.512165925329
"170388","2010/2011",2,7,0,0,0,0,6,6,2,12,3,0,729.243574778401
"170389","2010/2011",4,5,0,0,0,0,5,4,1,24,2.5,0,431.352929130062
"170390","2010/2011",2,38,0,0,0,0,2,2,2,28,9.5,0,107.434908907594
"170410","2010/2011",5,6,0,0,1,1,2,3,3,18,4,0.0192307692307692,1207.78919133569
"170460","2010/2011",1,2,0,0,0,0,2,3,3,27,14,0,147.880614842095
"170510","2010/2011",3,13,0,0,0,0,1,3,2,20,18,0,484.734080825912
"170550","2010/2011",29,19,1,1,44,44,0,0,0,1,1,0.846153846153846,2453.44485577934
"170555","2010/2011",2,14,0,0,0,0,5,4,2,20,3,0,189.407353295303
"170560","2010/2011",4,21,0,0,0,0,4,4,3,18,4.5,0,308.529986969629
"170600","2010/2011",2,7,0,0,0,0,1,3,3,32,9,0,78.429302393979
"170610","2010/2011",2,16,0,0,0,0,9,5,3,10,2,0,178.182877310809
"170625","2010/2011",9,13,0,0,1,1,1,3,2,18,10.5,0.0769230769230769,2513.24472534622
"170650","2010/2011",3,12,0,0,0,0,6,4,2,15,2,0,373.231412447626
"170700","2010/2011",16,11,2,1,6,1,0,2,0,4,1,0.288461538461538,888.194563753831
"170710","2010/2011",4,4,0,0,0,0,8,5,2,7,2,0,494.113839196234
"170720","2010/2011",9,5,0,0,1,1,6,4,1,8,2,0.0384615384615385,665.241656494368
"170730","2010/2011",10,5,1,0,4,3,3,2,1,13,1.5,0.115384615384615,2009.00646404892
"170740","2010/2011",2,1,0,0,0,0,2,3,2,29,9,0,63.3896390447669
"170755","2010/2011",3,9,0,0,0,0,3,4,2,23,4,0,417.237108025295
"170765","2010/2011",1,42,0,0,0,0,6,2,1,24,2,0,184.66433705503
"170770","2010/2011",12,15,0,0,2,1.5,2,2,2,19,2,0.115384615384615,791.067381669877
"170820","2010/2011",23,14,2,1,9,2,1,2,1,8,3.5,0.384615384615385,1116.26722212978
"170825","2010/2011",2,7,0,0,0,0,0,2,2,24,10,0,401.065909783309
"170830","2010/2011",14,4,1,0,3,2,2,3,2,31,4,0.0769230769230769,917.823698806484
"170900","2010/2011",7,7,0,0,1,1,3,2,2,18,2,0.0576923076923077,261.235152455202
"170930","2010/2011",49,13,2,2,19,1,0,1,0,3,2,0.596153846153846,2194.12758995364
"170950","2010/2011",51,12,1,1,27,14.5,1,1,0,3,2,0.557692307692308,928.228518448677
"170980","2010/2011",13,4,0,0,1,1,2,3,2,19,4,0.0192307692307692,1687.16721611616
"171050","2010/2011",10,11,2,1,6,3,4,2,2,17,2,0.211538461538462,1249.81306214882
"171070","2010/2011",9,25,1,0,4,1,5,5,0,5,3,0.134615384615385,1365.08624302394
"171090","2010/2011",6,48,0,0,1,1,2,3,2,27,5,0.0192307692307692,672.701938599777
"171110","2010/2011",4,8,0,0,0,0,1,3,2,26,20,0,281.853730303148
"171150","2010/2011",3,4,0,0,0,0,6,6,3,11,4,0,479.749054340806
"171180","2010/2011",1,32,0,0,0,0,1,2,2,44,25.5,0,44.3837487196996
"171190","2010/2011",2,8,0,0,0,0,1,2,2,20,2,0,86.6410754601187
"171195","2010/2011",7,48,0,0,1,1,5,2,1,31,2,0.0384615384615385,701.600999511578
"171200","2010/2011",5,15,0,0,1,1,4,4,1,20,3,0.0192307692307692,1097.39368998628
"171215","2010/2011",3,15,0,0,0,0,4,4,2,22,3.5,0,740.912248205603
"171240","2010/2011",1,47,0,0,0,0,3,4,3,32,7,0,80.8420005285823
"171245","2010/2011",7,22,0,0,1,1,4,4,4,17,9,0.0192307692307692,561.28635318584
"171250","2010/2011",3,2,0,0,0,0,0,3,2,28,3,0,408.346675857375
"171270","2010/2011",2,13,0,0,0,0,1,2,2,26,25.5,0,87.9615337446663
"171280","2010/2011",5,6,0,0,1,1,4,3,2,12,1,0.0384615384615385,1602.95446509252
"171320","2010/2011",27,12,3,1,28,1,0,0,0,2,2,0.730769230769231,2358.16344490083
"171330","2010/2011",14,3,3,2,10,4,0,0,0,1,1,0.480769230769231,2212.92511298385
"171360","2010/2011",3,46,0,0,0,0,5,5,2,18,4,0,134.310624888792
"171370","2010/2011",4,20,0,0,0,0,6,5,5,14,7,0,424.083983127257
"171380","2010/2011",6,13,0,0,1,1,5,3,3,22,2,0.0192307692307692,399.408234622282
"171395","2010/2011",1,46,0,0,0,0,2,3,3,37,7,0,62.432277487461
"171420","2010/2011",5,11,0,0,1,1,2,4,2,13,4,0.0384615384615385,415.845918144014
"171430","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"171488","2010/2011",3,50,0,0,0,0,7,4,1,11,2,0,267.043502590747
"171500","2010/2011",2,6,0,0,0,0,3,3,3,33,7.5,0,106.052919387035
"171510","2010/2011",4,49,0,0,0,0,4,4,2,19,2.5,0,525.247219725053
"171515","2010/2011",1,12,0,0,0,0,3,2,2,24,12,0,131.567850215063
"171525","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"171550","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"171570","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"171575","2010/2011",4,13,0,0,0,0,5,4,2,16,2,0,309.563466334326
"171610","2010/2011",51,2,1,1,46,1,0,0,0,0,0,0.923076923076923,2354.76868405039
"171620","2010/2011",29,5,1,1,7,4,2,2,2,21,8,0.153846153846154,1127.27782807738
"171630","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"171650","2010/2011",5,21,0,0,1,1,8,2,0,3,1,0.0192307692307692,476.241486488365
"171660","2010/2011",10,12,1,0,3,1,7,3,1,14,1,0.0961538461538462,640.594259657639
"171665","2010/2011",2,10,0,0,0,0,8,4,3,12,2,0,273.184570325326
"171670","2010/2011",6,14,0,0,1,1,3,4,2,14,3,0.0192307692307692,268.691637076139
"171700","2010/2011",3,10,0,0,0,0,1,3,2,22,11.5,0,195.98030984152
"171720","2010/2011",3,11,0,0,0,0,2,4,4,14,9,0,417.427602400209
"171750","2010/2011",4,47,0,0,0,0,4,4,3,10,2,0,412.975836942617
"171780","2010/2011",26,45,1,0,3,2,2,2,1,36,3,0.0769230769230769,1258.21322041676
"171790","2010/2011",9,17,0,0,1,1,6,3,2,15,2,0.0384615384615385,479.067135204854
"171800","2010/2011",3,43,0,0,0,0,2,4,3,20,10.5,0,565.202032553463
"171820","2010/2011",19,8,3,2,14,6,1,0,0,2,1,0.519230769230769,609.183467484203
"171830","2010/2011",7,14,0,0,1,1,5,3,3,10,2,0.0192307692307692,419.548618496813
"171840","2010/2011",7,10,1,0,3,2.5,2,3,2,15,7.5,0.0961538461538462,1708.768653797
"171845","2010/2011",9,46,0,0,2,2,5,5,1,19,3,0.0384615384615385,1300.66081960996
"171850","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"171855","2010/2011",5,31,0,0,1,1,7,4,4,16,2,0.0192307692307692,376.792822821327
"171865","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"171870","2010/2011",9,3,0,0,1,1,2,5,0,5,2.5,0.0576923076923077,2269.8183701402
"171875","2010/2011",2,14,0,0,0,0,1,3,2,25,20,0,80.5106854710727
"171880","2010/2011",2,6,0,0,0,0,4,4,2,18,3.5,0,178.420439924024
"171884","2010/2011",4,49,0,0,0,0,0,2,1,35,2,0,645.463419037786
"171886","2010/2011",17,2,1,0,3,2,2,3,2,13,2,0.0769230769230769,1178.5936634811
"171888","2010/2011",3,48,0,0,0,0,3,4,3,26,4.5,0,343.660780374326
"171889","2010/2011",1,44,0,0,0,0,5,5,3,18,6,0,233.572445638259
"171890","2010/2011",6,11,0,0,1,1,3,3,2,13,2,0.0192307692307692,823.072693647012
"171900","2010/2011",11,48,2,0,4,2.5,2,3,2,19,5,0.192307692307692,3502.62431932309
"172000","2010/2011",5,12,0,0,1,1,3,4,1,11,3.5,0.0192307692307692,1314.0010796862
"172010","2010/2011",7,15,0,0,2,1.5,4,4,1,15,2.5,0.0576923076923077,1121.62921119676
"172015","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"172020","2010/2011",2,44,0,0,0,0,1,3,2,24,11,0,55.8924929395421
"172025","2010/2011",2,5,0,0,0,0,4,3,2,22,2.5,0,276.98617732442
"172030","2010/2011",2,6,0,0,0,0,2,2,2,25,9.5,0,253.805417325769
"172049","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"172065","2010/2011",19,8,3,1,6,2.5,2,2,1,14,2,0.346153846153846,3991.14908402005
"172080","2010/2011",7,12,0,0,2,1,5,2,1,7,1,0.0769230769230769,800.438393951149
"172085","2010/2011",1,49,0,0,0,0,3,4,4,25,8.5,0,172.223448884964
"172090","2010/2011",4,6,0,0,0,0,3,1,0,3,1,0,473.26567218515
"172093","2010/2011",4,48,0,0,0,0,1,3,3,25,15,0,508.418232660005
"172097","2010/2011",2,1,0,0,0,0,4,3,3,22,5,0,310.166528110706
"172100","2010/2011",432,19,1,1,52,52,0,0,0,0,0,1,3811.09893623755
"172110","2010/2011",9,12,1,0,5,1,4,4,1,11,2.5,0.134615384615385,981.416744366854
"172120","2010/2011",27,24,2,2,18,2,2,0,0,2,1,0.557692307692308,1571.77682004934
"172125","2010/2011",2,13,0,0,0,0,6,7,3,13,4,0,437.016760313115
"172130","2010/2011",2,5,0,0,0,0,1,2,2,31,17,0,239.87674025962
"172208","2010/2011",4,47,0,0,0,0,2,3,3,24,6,0,108.050357700363
"172210","2010/2011",4,11,0,0,0,0,1,3,3,24,14,0,146.380396949194
"210005","2010/2011",35,5,2,1,9,3.5,4,2,1,7,1,0.326923076923077,249.376217557592
"210010","2010/2011",6,7,0,0,2,2,6,6,2,19,3,0.0384615384615385,386.027483478443
"210015","2010/2011",3,16,0,0,0,0,3,3,2,25,9,0,102.843100818377
"210020","2010/2011",4,8,0,0,0,0,2,3,2,27,20,0,27.2542282270819
"210030","2010/2011",15,9,0,0,1,1,1,2,2,20,1,0.0769230769230769,218.977203249539
"210040","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210043","2010/2011",1,8,0,0,0,0,2,2,2,28,20,0,7.81777370852633
"210047","2010/2011",17,2,1,0,4,2.5,6,7,2,11,4,0.0961538461538462,200.509225954859
"210050","2010/2011",2,6,0,0,0,0,7,5,3,14,4,0,82.8114853160019
"210055","2010/2011",1,6,0,0,0,0,3,3,2,24,11.5,0,46.3065344159959
"210060","2010/2011",6,1,0,0,1,1,3,4,2,9,3,0.0384615384615385,111.711887248932
"210070","2010/2011",3,23,0,0,0,0,1,2,2,35,25.5,0,12.0930935644975
"210080","2010/2011",16,6,0,0,1,1,2,2,2,26,7.5,0.0192307692307692,227.38903681475
"210083","2010/2011",25,2,1,0,4,1,3,5,1,25,3.5,0.115384615384615,659.3156900689
"210087","2010/2011",1,9,0,0,0,0,1,2,2,30,25.5,0,7.02026290884594
"210090","2010/2011",2,15,0,0,0,0,4,4,3,23,9,0,11.5553347202698
"210095","2010/2011",5,13,0,0,1,1,3,4,2,15,3,0.0192307692307692,93.1993174942288
"210100","2010/2011",1,35,0,0,0,0,1,2,1,47,25.5,0,3.46537870091616
"210110","2010/2011",8,36,0,0,1,1,0,3,1,41,3,0.0192307692307692,129.84548387419
"210120","2010/2011",14,6,2,1,6,5,0,3,3,11,6.5,0.230769230769231,133.899436754499
"210125","2010/2011",3,29,0,0,0,0,3,5,2,11,2,0,207.387070857035
"210130","2010/2011",3,8,0,0,0,0,1,3,2,28,8,0,56.3475211696012
"210135","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210140","2010/2011",11,11,0,0,2,2,2,3,0,4,2,0.134615384615385,131.781293737509
"210150","2010/2011",4,20,0,0,0,0,5,2,2,31,1.5,0,79.6116526088673
"210160","2010/2011",41,3,1,1,7,7,2,2,2,16,1.5,0.134615384615385,199.787444012525
"210170","2010/2011",5,21,0,0,1,1,6,5,1,10,2,0.0192307692307692,66.9209826323702
"210173","2010/2011",1,21,0,0,0,0,1,2,2,33,25.5,0,14.7223700750841
"210177","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210180","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210190","2010/2011",30,42,1,0,3,1,5,2,1,12,2,0.115384615384615,499.389482637984
"210193","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210197","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210200","2010/2011",20,8,2,0,5,4,5,4,2,13,2.5,0.192307692307692,277.363718403746
"210203","2010/2011",8,5,0,0,1,1,4,4,3,19,5,0.0192307692307692,69.7644544067489
"210207","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210210","2010/2011",24,7,1,1,7,1,2,2,0,4,1,0.326923076923077,673.137438756331
"210215","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210220","2010/2011",3,3,0,0,0,0,1,3,3,27,15,0,21.9981668194317
"210230","2010/2011",26,19,1,1,10,10,1,3,3,9,3.5,0.192307692307692,723.400379255235
"210232","2010/2011",5,18,0,0,1,1,1,3,2,18,4,0.0192307692307692,28.4727619703036
"210235","2010/2011",3,12,0,0,0,0,1,2,2,27,25.5,0,19.8508387615622
"210237","2010/2011",3,20,0,0,0,0,2,5,4,18,6,0,188.127184830437
"210240","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210250","2010/2011",4,25,0,0,0,0,5,4,2,21,3,0,69.6146120658806
"210255","2010/2011",3,10,0,0,0,0,3,5,3,21,7,0,66.427734998758
"210260","2010/2011",1,19,0,0,0,0,1,2,2,31,25.5,0,5.25084657278759
"210270","2010/2011",1,5,0,0,0,0,1,2,2,34,25.5,0,4.88628349747017
"210275","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210280","2010/2011",5,20,0,0,1,1,4,4,2,8,1.5,0.0192307692307692,144.886232464387
"210290","2010/2011",11,19,0,0,1,1,1,4,2,23,5,0.0384615384615385,135.273115118722
"210300","2010/2011",42,13,1,1,24,12.5,1,1,0,4,1.5,0.480769230769231,279.88800582962
"210310","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210312","2010/2011",8,41,0,0,1,1,5,3,2,18,2,0.0192307692307692,375.557016055062
"210315","2010/2011",8,5,0,0,1,1,0,2,2,33,25,0.0192307692307692,80.3007503315838
"210317","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210320","2010/2011",7,8,1,0,3,1,1,3,1,21,1,0.0961538461538462,71.5884784629985
"210325","2010/2011",9,20,0,0,2,1.5,3,4,2,13,3,0.0576923076923077,367.43541304271
"210330","2010/2011",3,18,0,0,0,0,5,5,4,13,6.5,0,18.3071781261227
"210340","2010/2011",13,11,2,0,3,1,3,4,1,14,3,0.173076923076923,228.407934636967
"210350","2010/2011",2,14,0,0,0,0,3,4,3,26,9.5,0,10.0904012632406
"210355","2010/2011",35,2,0,0,2,1.5,0,2,2,31,22,0.0576923076923077,561.719303699918
"210360","2010/2011",19,6,0,0,2,1,6,5,1,6,2,0.0769230769230769,126.064900100932
"210370","2010/2011",55,47,0,0,2,1,1,4,1,18,3,0.134615384615385,406.926444567141
"210375","2010/2011",8,13,0,0,1,1,3,5,2,15,4,0.0192307692307692,197.590310171189
"210380","2010/2011",10,24,0,0,2,2,1,2,2,33,2,0.0384615384615385,130.609018971379
"210390","2010/2011",5,7,0,0,1,1,6,4,2,12,2,0.0384615384615385,416.777243250079
"210400","2010/2011",2,21,0,0,0,0,2,5,3,17,7,0,37.9770739499182
"210405","2010/2011",16,12,0,0,2,1.5,4,4,2,18,4,0.0576923076923077,220.728063026352
"210407","2010/2011",9,16,0,0,2,2,0,2,2,28,25,0.0384615384615385,171.177918048572
"210408","2010/2011",2,7,0,0,0,0,1,2,2,32,25.5,0,21.8390587365685
"210409","2010/2011",4,7,0,0,0,0,3,4,2,15,3,0,109.563945477521
"210410","2010/2011",5,14,0,0,1,1,1,3,2,24,8.5,0.0192307692307692,185.755388420574
"210420","2010/2011",5,33,0,0,1,1,4,3,2,18,2.5,0.0192307692307692,160.626265924726
"210430","2010/2011",6,19,0,0,1,1,1,2,2,31,25.5,0.0192307692307692,58.1583921441433
"210440","2010/2011",2,12,0,0,0,0,3,4,3,23,11.5,0,22.5840250595816
"210450","2010/2011",4,19,0,0,0,0,3,3,3,29,6,0,116.452781103297
"210455","2010/2011",3,15,0,0,0,0,3,2,2,17,2,0,138.354153980675
"210460","2010/2011",1,4,0,0,0,0,2,3,3,28,16,0,14.2388317586189
"210462","2010/2011",8,8,0,0,1,1,7,4,2,20,2,0.0384615384615385,457.54746278545
"210465","2010/2011",1,8,0,0,0,0,1,2,2,31,25.5,0,9.59033589229315
"210467","2010/2011",6,3,0,0,1,1,5,5,3,28,6,0.0192307692307692,46.0938763842013
"210470","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210480","2010/2011",10,17,1,0,3,1,2,3,2,14,1,0.0961538461538462,113.825321602008
"210490","2010/2011",2,45,0,0,0,0,2,4,2,24,9.5,0,48.7445162419228
"210500","2010/2011",4,5,0,0,0,0,4,4,2,14,2,0,127.684313534321
"210510","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210515","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210520","2010/2011",1,23,0,0,0,0,1,2,2,35,25.5,0,9.41797801445479
"210530","2010/2011",96,12,1,1,20,1.5,3,2,0,3,1,0.461538461538462,325.986759922366
"210535","2010/2011",3,1,0,0,0,0,2,3,3,26,13,0,28.0371627200092
"210540","2010/2011",65,7,1,1,13,13,3,2,2,13,2,0.25,705.115969404661
"210542","2010/2011",5,8,0,0,1,1,2,4,2,18,4,0.0192307692307692,75.1668620650041
"210545","2010/2011",2,12,0,0,0,0,2,4,2,27,9,0,58.2265752808033
"210547","2010/2011",17,4,1,0,5,3.5,0,2,2,28,16,0.134615384615385,459.155038609665
"210550","2010/2011",20,7,0,0,2,1.5,5,5,3,14,4.5,0.0576923076923077,210.590761878784
"210560","2010/2011",6,49,0,0,1,1,2,4,2,19,4,0.0384615384615385,177.432661502109
"210565","2010/2011",22,5,1,0,4,2,2,3,3,15,4.5,0.134615384615385,1927.62151892869
"210570","2010/2011",8,4,0,0,2,2,2,3,2,27,8.5,0.0384615384615385,38.536764011109
"210580","2010/2011",2,10,0,0,0,0,6,5,3,15,4.5,0,114.106508551131
"210590","2010/2011",1,46,0,0,0,0,3,4,3,26,10,0,19.1827768176142
"210592","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210594","2010/2011",7,6,0,0,1,1,3,3,2,20,2,0.0384615384615385,479.110174984492
"210596","2010/2011",2,50,0,0,0,0,1,3,3,25,15,0,37.8163253803904
"210598","2010/2011",4,51,0,0,0,0,4,5,3,16,4.5,0,300.624373699221
"210600","2010/2011",4,19,0,0,0,0,4,3,3,19,4,0,147.167769592542
"210610","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210620","2010/2011",4,24,0,0,0,0,5,4,1,24,2.5,0,274.30138865078
"210630","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210632","2010/2011",1,6,0,0,0,0,1,2,2,33,25.5,0,5.18116387871892
"210635","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210637","2010/2011",26,41,0,0,2,2,0,3,2,20,7.5,0.0769230769230769,628.606368996999
"210640","2010/2011",4,20,0,0,0,0,0,3,2,29,3,0,98.4394196870005
"210650","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210660","2010/2011",5,11,0,0,1,1,7,4,4,13,2,0.0192307692307692,71.6403391415319
"210663","2010/2011",2,17,0,0,0,0,2,4,2,18,4,0,65.3804780598203
"210667","2010/2011",6,6,0,0,2,2,1,3,3,22,6,0.0384615384615385,230.790703432778
"210670","2010/2011",2,4,0,0,0,0,3,4,3,18,14,0,19.3326157958624
"210675","2010/2011",5,35,0,0,1,1,5,3,2,16,2,0.0192307692307692,68.8603035539784
"210680","2010/2011",2,15,0,0,0,0,8,3,2,18,2,0,76.5137039120306
"210690","2010/2011",1,13,0,0,0,0,2,3,2,25,11,0,12.796294980438
"210700","2010/2011",3,2,0,0,0,0,1,3,2,22,2,0,230.148208203657
"210710","2010/2011",2,46,0,0,0,0,3,4,3,30,7.5,0,27.8276356249391
"210720","2010/2011",14,1,2,0,3,3,2,2,2,25,1.5,0.153846153846154,680.762453948422
"210725","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210730","2010/2011",2,3,0,0,0,0,1,2,2,36,25.5,0,42.9266037626819
"210735","2010/2011",4,7,0,0,0,0,2,3,3,22,11,0,56.3257677586185
"210740","2010/2011",1,15,0,0,0,0,0,2,2,27,24.5,0,15.8982511923688
"210745","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210750","2010/2011",11,22,2,0,3,1,5,1,1,8,1,0.230769230769231,128.544248290357
"210760","2010/2011",1,11,0,0,0,0,2,2,2,26,23,0,10.5741778576716
"210770","2010/2011",11,15,0,0,2,2,2,2,1,12,2,0.134615384615385,442.191702386087
"210780","2010/2011",2,8,0,0,0,0,3,3,3,20,8,0,20.6927583020455
"210790","2010/2011",1,45,0,0,0,0,1,2,1,46,25.5,0,5.63301248633047
"210800","2010/2011",3,24,0,0,0,0,6,4,3,17,4,0,49.3674010595004
"210805","2010/2011",2,3,0,0,0,0,7,5,3,9,2,0,103.106070369893
"210810","2010/2011",1,13,0,0,0,0,1,2,2,26,25.5,0,4.83747255083184
"210820","2010/2011",8,17,1,0,4,2,4,2,1,10,2,0.134615384615385,224.665429097377
"210825","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210830","2010/2011",1,13,0,0,0,0,2,3,3,25,16,0,11.1457301538352
"210840","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210845","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210850","2010/2011",20,6,1,0,4,2.5,3,4,2,20,4,0.0961538461538462,252.759160924649
"210860","2010/2011",11,47,1,0,4,1,3,3,1,6,2,0.115384615384615,121.924368057721
"210870","2010/2011",18,13,1,0,5,1,2,2,2,13,2,0.134615384615385,432.104582330315
"210880","2010/2011",1,4,0,0,0,0,2,3,3,26,16,0,11.3368612046614
"210890","2010/2011",5,15,0,0,1,1,2,3,2,17,3,0.0192307692307692,102.155891574431
"210900","2010/2011",4,11,0,0,0,0,5,3,3,16,2,0,101.9953736539
"210905","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210910","2010/2011",20,5,1,1,8,2,1,2,1,7,2,0.230769230769231,376.065794497485
"210920","2010/2011",1,13,0,0,0,0,1,2,2,26,25.5,0,8.57831714863337
"210923","2010/2011",13,7,0,0,2,2,0,2,2,21,18,0.0961538461538462,984.069488079837
"210927","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210930","2010/2011",2,15,0,0,0,0,5,4,2,24,4,0,55.2463197894265
"210940","2010/2011",11,47,0,0,1,1,4,4,2,15,2,0.0192307692307692,254.912026754869
"210945","2010/2011",3,46,0,0,0,0,2,4,1,28,3.5,0,83.5595491436424
"210950","2010/2011",6,9,0,0,1,1,3,3,2,12,1,0.0769230769230769,281.551163942407
"210955","2010/2011",1,7,0,0,0,0,2,3,2,27,19,0,26.9609558695816
"210960","2010/2011",2,35,0,0,0,0,3,4,3,20,12.5,0,9.95496098062109
"210970","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"210975","2010/2011",8,8,0,0,1,1,5,4,2,17,3,0.0192307692307692,249.528135896862
"210980","2010/2011",11,9,1,0,3,1,2,4,2,10,2,0.153846153846154,210.448161651369
"210990","2010/2011",13,8,2,0,5,2,2,4,1,6,4.5,0.192307692307692,144.837686017056
"211000","2010/2011",11,15,1,0,3,1,4,3,1,12,1.5,0.115384615384615,112.565030996648
"211003","2010/2011",24,5,1,0,3,3,1,3,2,25,3,0.0576923076923077,258.970591897209
"211010","2010/2011",5,12,0,0,1,1,1,3,3,14,1,0.0384615384615385,176.734723235478
"211020","2010/2011",9,12,0,0,2,2,2,4,2,17,5,0.0384615384615385,117.557346160301
"211023","2010/2011",1,8,0,0,0,0,1,2,2,31,25.5,0,8.48449743629488
"211027","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"211030","2010/2011",0,40,0,0,0,0,0,1,1,52,52,0,0
"211040","2010/2011",1,32,0,0,0,0,1,2,2,44,25.5,0,5.53561610076525
