CD_UF;municipio_geocodigo;class_cluster_2010_2019;class_cluster_2020_2022;transition
21;2101004;Episódico;Episódico/Epidêmico;Piorou
21;2101103;Episódico;Episódico/Epidêmico;Piorou
21;2101202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2101251;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2101301;Episódico;Episódico;Se manteve
21;2101350;Episódico;Sem transmissão;Melhorou
21;2101400;Episódico/Epidêmico;Epidêmico;Piorou
21;2101509;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2101608;Epidêmico;Epidêmico;Se manteve
21;2101707;Episódico;Episódico;Se manteve
21;2101731;Episódico;Episódico;Se manteve
21;2101772;Episódico;Episódico/Epidêmico;Piorou
21;2101806;Episódico;Episódico;Se manteve
21;2101905;Episódico/Epidêmico;Episódico;Melhorou
21;2101939;Episódico;Sem transmissão;Melhorou
21;2101970;Episódico;Episódico;Se manteve
21;2102002;Episódico/Epidêmico;Episódico;Melhorou
21;2102036;Episódico;Episódico/Epidêmico;Piorou
21;2102077;Episódico;Episódico/Epidêmico;Piorou
21;2102101;Episódico/Epidêmico;Episódico;Melhorou
21;2102150;Episódico;Episódico;Se manteve
21;2102200;Episódico;Episódico;Se manteve
21;2102309;Episódico;Episódico;Se manteve
21;2102325;Episódico/Epidêmico;Episódico;Melhorou
21;2102358;Episódico;Episódico;Se manteve
21;2102374;Episódico;Episódico;Se manteve
21;2102408;Sem transmissão;Sem transmissão;Se manteve
21;2102507;Episódico;Episódico;Se manteve
21;2102556;Episódico/Epidêmico;Episódico;Melhorou
21;2102606;Episódico;Episódico;Se manteve
21;2102705;Episódico;Episódico/Epidêmico;Piorou
21;2102754;Episódico;Episódico;Se manteve
21;2102804;Episódico/Epidêmico;Episódico;Melhorou
21;2102903;Episódico;Episódico;Se manteve
21;2103000;Epidêmico;Episódico/Epidêmico;Melhorou
21;2103109;Sem transmissão;Sem transmissão;Se manteve
21;2103125;Episódico;Episódico;Se manteve
21;2103158;Episódico;Episódico;Se manteve
21;2103174;Episódico;Episódico;Se manteve
21;2103208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2103257;Episódico/Epidêmico;Episódico;Melhorou
21;2103307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2103406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2103505;Episódico/Epidêmico;Episódico;Melhorou
21;2103554;Episódico;Episódico;Se manteve
21;2103604;Episódico/Epidêmico;Episódico;Melhorou
21;2103703;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2103752;Episódico;Episódico;Se manteve
21;2103802;Episódico;Episódico;Se manteve
21;2103901;Episódico/Epidêmico;Episódico;Melhorou
21;2104008;Episódico;Episódico;Se manteve
21;2104057;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2104073;Episódico/Epidêmico;Episódico;Melhorou
21;2104081;Episódico;Episódico;Se manteve
21;2104099;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2104107;Episódico/Epidêmico;Episódico;Melhorou
21;2104206;Episódico/Epidêmico;Episódico;Melhorou
21;2104305;Episódico;Episódico;Se manteve
21;2104404;Episódico;Episódico;Se manteve
21;2104503;Episódico;Episódico;Se manteve
21;2104552;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2104602;Episódico;Episódico;Se manteve
21;2104628;Episódico;Episódico;Se manteve
21;2104651;Episódico;Episódico/Epidêmico;Piorou
21;2104677;Episódico;Episódico;Se manteve
21;2104701;Episódico;Episódico;Se manteve
21;2104800;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2104909;Episódico;Sem transmissão;Melhorou
21;2105005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2105104;Episódico;Episódico;Se manteve
21;2105153;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2105203;Episódico;Episódico/Epidêmico;Piorou
21;2105302;Episódico/Epidêmico;Epidêmico;Piorou
21;2105351;Episódico;Episódico;Se manteve
21;2105401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2105427;Episódico;Episódico/Epidêmico;Piorou
21;2105450;Episódico;Episódico;Se manteve
21;2105476;Episódico;Episódico;Se manteve
21;2105500;Episódico/Epidêmico;Episódico;Melhorou
21;2105609;Episódico;Episódico;Se manteve
21;2105658;Episódico/Epidêmico;Episódico;Melhorou
21;2105708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2105807;Episódico;Episódico;Se manteve
21;2105906;Episódico;Episódico;Se manteve
21;2105922;Episódico;Episódico;Se manteve
21;2105948;Episódico;Episódico;Se manteve
21;2105963;Episódico/Epidêmico;Episódico;Melhorou
21;2105989;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2106003;Episódico;Episódico;Se manteve
21;2106102;Episódico;Episódico/Epidêmico;Piorou
21;2106201;Episódico;Sem transmissão;Melhorou
21;2106300;Episódico;Episódico;Se manteve
21;2106326;Episódico;Episódico/Epidêmico;Piorou
21;2106359;Sem transmissão;Sem transmissão;Se manteve
21;2106375;Episódico;Episódico;Se manteve
21;2106409;Episódico;Episódico;Se manteve
21;2106508;Episódico;Episódico;Se manteve
21;2106607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2106631;Episódico;Episódico;Se manteve
21;2106672;Episódico;Episódico;Se manteve
21;2106706;Episódico;Episódico;Se manteve
21;2106755;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2106805;Episódico;Episódico;Se manteve
21;2106904;Episódico/Epidêmico;Episódico;Melhorou
21;2107001;Episódico;Episódico;Se manteve
21;2107100;Episódico;Episódico;Se manteve
21;2107209;Episódico;Episódico;Se manteve
21;2107258;Episódico;Episódico;Se manteve
21;2107308;Episódico;Episódico;Se manteve
21;2107357;Episódico;Episódico;Se manteve
21;2107407;Episódico;Episódico;Se manteve
21;2107456;Episódico;Episódico;Se manteve
21;2107506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2107605;Episódico;Episódico;Se manteve
21;2107704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2107803;Episódico;Episódico;Se manteve
21;2107902;Episódico;Episódico/Epidêmico;Piorou
21;2108009;Episódico/Epidêmico;Episódico;Melhorou
21;2108058;Episódico/Epidêmico;Episódico;Melhorou
21;2108108;Episódico;Episódico/Epidêmico;Piorou
21;2108207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2108256;Episódico;Episódico;Se manteve
21;2108306;Episódico;Episódico;Se manteve
21;2108405;Episódico;Episódico;Se manteve
21;2108454;Episódico;Episódico;Se manteve
21;2108504;Episódico;Episódico/Epidêmico;Piorou
21;2108603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2108702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2108801;Episódico;Episódico/Epidêmico;Piorou
21;2108900;Episódico;Episódico;Se manteve
21;2109007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2109056;Episódico;Episódico;Se manteve
21;2109106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2109205;Episódico;Episódico;Se manteve
21;2109239;Episódico;Sem transmissão;Melhorou
21;2109270;Episódico;Episódico;Se manteve
21;2109304;Episódico;Episódico;Se manteve
21;2109403;Episódico;Episódico;Se manteve
21;2109452;Episódico;Episódico;Se manteve
21;2109502;Episódico/Epidêmico;Episódico;Melhorou
21;2109551;Episódico;Episódico/Epidêmico;Piorou
21;2109601;Episódico/Epidêmico;Episódico;Melhorou
21;2109700;Episódico;Episódico;Se manteve
21;2109759;Episódico;Episódico;Se manteve
21;2109809;Episódico/Epidêmico;Episódico;Melhorou
21;2109908;Episódico/Epidêmico;Epidêmico;Piorou
21;2110005;Episódico;Episódico/Epidêmico;Piorou
21;2110039;Episódico;Episódico;Se manteve
21;2110104;Episódico;Episódico;Se manteve
21;2110203;Episódico;Episódico/Epidêmico;Piorou
21;2110237;Episódico;Episódico;Se manteve
21;2110278;Episódico;Sem transmissão;Melhorou
21;2110302;Episódico;Sem transmissão;Melhorou
21;2110401;Episódico;Episódico;Se manteve
21;2110500;Episódico;Episódico;Se manteve
21;2110609;Episódico/Epidêmico;Episódico;Melhorou
21;2110658;Episódico;Episódico;Se manteve
21;2110708;Episódico/Epidêmico;Episódico;Melhorou
21;2110807;Episódico;Episódico;Se manteve
21;2110856;Episódico/Epidêmico;Episódico;Melhorou
21;2110906;Episódico;Episódico;Se manteve
21;2111003;Episódico;Episódico;Se manteve
21;2111029;Episódico;Episódico;Se manteve
21;2111052;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2111078;Episódico;Episódico;Se manteve
21;2111102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2111201;Episódico/Epidêmico;Epidêmico;Piorou
21;2111250;Episódico;Episódico;Se manteve
21;2111300;Epidêmico;Epidêmico;Se manteve
21;2111409;Episódico;Episódico;Se manteve
21;2111508;Episódico;Episódico/Epidêmico;Piorou
21;2111532;Episódico/Epidêmico;Episódico;Melhorou
21;2111573;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2111607;Episódico;Episódico;Se manteve
21;2111631;Episódico;Episódico;Se manteve
21;2111672;Episódico;Episódico;Se manteve
21;2111706;Episódico;Episódico;Se manteve
21;2111722;Episódico;Episódico/Epidêmico;Piorou
21;2111748;Episódico;Episódico;Se manteve
21;2111763;Episódico;Episódico;Se manteve
21;2111789;Sem transmissão;Sem transmissão;Se manteve
21;2111805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2111904;Episódico;Episódico;Se manteve
21;2111953;Episódico;Episódico/Epidêmico;Piorou
21;2112001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2112100;Episódico;Episódico;Se manteve
21;2112209;Episódico/Epidêmico;Episódico;Melhorou
21;2112233;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2112274;Episódico;Episódico;Se manteve
21;2112308;Episódico/Epidêmico;Episódico;Melhorou
21;2112407;Episódico;Episódico;Se manteve
21;2112456;Episódico;Episódico;Se manteve
21;2112506;Episódico/Epidêmico;Episódico;Melhorou
21;2112605;Episódico;Episódico;Se manteve
21;2112704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
21;2112803;Episódico/Epidêmico;Episódico;Melhorou
21;2112852;Episódico;Episódico;Se manteve
21;2112902;Episódico;Episódico/Epidêmico;Piorou
21;2113009;Episódico/Epidêmico;Episódico;Melhorou
21;2114007;Episódico/Epidêmico;Episódico;Melhorou
22;2200053;Episódico;Episódico;Se manteve
22;2200103;Episódico/Epidêmico;Episódico;Melhorou
22;2200202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2200251;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2200277;Episódico;Episódico;Se manteve
22;2200301;Episódico/Epidêmico;Episódico;Melhorou
22;2200400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2200459;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2200509;Episódico;Episódico;Se manteve
22;2200608;Episódico/Epidêmico;Episódico;Melhorou
22;2200707;Episódico;Episódico;Se manteve
22;2200806;Episódico;Episódico/Epidêmico;Piorou
22;2200905;Episódico;Episódico/Epidêmico;Piorou
22;2200954;Episódico;Episódico;Se manteve
22;2201002;Episódico;Episódico;Se manteve
22;2201051;Episódico;Episódico;Se manteve
22;2201101;Episódico;Episódico;Se manteve
22;2201150;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2201176;Episódico;Episódico/Epidêmico;Piorou
22;2201200;Episódico/Epidêmico;Episódico;Melhorou
22;2201309;Episódico;Episódico;Se manteve
22;2201408;Episódico/Epidêmico;Episódico;Melhorou
22;2201507;Episódico/Epidêmico;Episódico;Melhorou
22;2201556;Episódico;Episódico;Se manteve
22;2201572;Episódico;Episódico;Se manteve
22;2201606;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2201705;Episódico;Episódico;Se manteve
22;2201739;Episódico;Episódico;Se manteve
22;2201770;Episódico;Episódico;Se manteve
22;2201804;Episódico;Episódico;Se manteve
22;2201903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2201919;Sem transmissão;Sem transmissão;Se manteve
22;2201929;Episódico;Episódico;Se manteve
22;2201945;Episódico;Sem transmissão;Melhorou
22;2201960;Episódico/Epidêmico;Episódico;Melhorou
22;2201988;Sem transmissão;Sem transmissão;Se manteve
22;2202000;Episódico;Episódico;Se manteve
22;2202026;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2202059;Episódico;Sem transmissão;Melhorou
22;2202075;Episódico;Episódico;Se manteve
22;2202083;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2202091;Episódico;Sem transmissão;Melhorou
22;2202109;Episódico;Episódico;Se manteve
22;2202117;Episódico;Episódico;Se manteve
22;2202133;Episódico/Epidêmico;Episódico;Melhorou
22;2202174;Episódico;Sem transmissão;Melhorou
22;2202208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2202251;Sem transmissão;Sem transmissão;Se manteve
22;2202307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2202406;Episódico/Epidêmico;Episódico;Melhorou
22;2202455;Episódico;Episódico;Se manteve
22;2202505;Episódico;Sem transmissão;Melhorou
22;2202539;Episódico;Episódico;Se manteve
22;2202554;Episódico;Episódico;Se manteve
22;2202604;Episódico/Epidêmico;Episódico;Melhorou
22;2202653;Episódico;Episódico;Se manteve
22;2202703;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2202711;Episódico/Epidêmico;Episódico;Melhorou
22;2202729;Episódico/Epidêmico;Episódico;Melhorou
22;2202737;Episódico/Epidêmico;Episódico;Melhorou
22;2202752;Episódico;Episódico;Se manteve
22;2202778;Episódico;Episódico;Se manteve
22;2202802;Episódico;Episódico;Se manteve
22;2202851;Episódico;Episódico;Se manteve
22;2202901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2203008;Episódico;Episódico;Se manteve
22;2203107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2203206;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2203230;Episódico;Sem transmissão;Melhorou
22;2203255;Episódico;Episódico;Se manteve
22;2203271;Episódico;Episódico;Se manteve
22;2203305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2203354;Episódico;Episódico;Se manteve
22;2203404;Episódico;Episódico;Se manteve
22;2203420;Episódico;Episódico;Se manteve
22;2203453;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2203503;Episódico/Epidêmico;Episódico;Melhorou
22;2203602;Episódico;Episódico;Se manteve
22;2203701;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2203750;Episódico;Episódico;Se manteve
22;2203800;Episódico;Episódico;Se manteve
22;2203859;Episódico;Sem transmissão;Melhorou
22;2203909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2204006;Episódico;Sem transmissão;Melhorou
22;2204105;Episódico/Epidêmico;Episódico;Melhorou
22;2204154;Episódico;Episódico/Epidêmico;Piorou
22;2204204;Episódico;Episódico;Se manteve
22;2204303;Episódico/Epidêmico;Episódico;Melhorou
22;2204352;Episódico;Episódico;Se manteve
22;2204402;Episódico/Epidêmico;Episódico;Melhorou
22;2204501;Episódico/Epidêmico;Episódico;Melhorou
22;2204550;Episódico;Episódico/Epidêmico;Piorou
22;2204600;Episódico;Episódico;Se manteve
22;2204659;Episódico;Episódico/Epidêmico;Piorou
22;2204709;Episódico/Epidêmico;Episódico;Melhorou
22;2204808;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2204907;Episódico;Episódico;Se manteve
22;2205003;Episódico;Episódico/Epidêmico;Piorou
22;2205102;Episódico;Episódico;Se manteve
22;2205151;Episódico;Episódico;Se manteve
22;2205201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2205250;Episódico;Episódico;Se manteve
22;2205276;Episódico;Episódico;Se manteve
22;2205300;Episódico;Episódico;Se manteve
22;2205359;Episódico;Episódico;Se manteve
22;2205409;Episódico;Episódico;Se manteve
22;2205458;Episódico;Sem transmissão;Melhorou
22;2205508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2205516;Episódico;Episódico;Se manteve
22;2205524;Episódico/Epidêmico;Episódico;Melhorou
22;2205532;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2205540;Episódico;Episódico;Se manteve
22;2205557;Episódico;Episódico;Se manteve
22;2205565;Episódico;Episódico;Se manteve
22;2205573;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2205581;Episódico;Episódico;Se manteve
22;2205599;Episódico;Episódico;Se manteve
22;2205607;Episódico;Episódico/Epidêmico;Piorou
22;2205706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2205805;Episódico;Episódico;Se manteve
22;2205854;Episódico;Episódico;Se manteve
22;2205904;Episódico;Episódico;Se manteve
22;2205953;Episódico;Episódico;Se manteve
22;2206001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2206050;Episódico;Episódico;Se manteve
22;2206100;Episódico/Epidêmico;Episódico;Melhorou
22;2206209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2206308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2206357;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2206407;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2206506;Episódico/Epidêmico;Episódico;Melhorou
22;2206605;Episódico;Episódico;Se manteve
22;2206654;Episódico;Episódico/Epidêmico;Piorou
22;2206670;Episódico/Epidêmico;Episódico;Melhorou
22;2206696;Episódico;Episódico;Se manteve
22;2206704;Episódico;Episódico;Se manteve
22;2206720;Episódico;Episódico;Se manteve
22;2206753;Episódico;Episódico;Se manteve
22;2206803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2206902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2206951;Episódico;Episódico;Se manteve
22;2207009;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2207108;Episódico;Episódico;Se manteve
22;2207207;Episódico;Episódico;Se manteve
22;2207306;Episódico;Episódico;Se manteve
22;2207355;Episódico;Episódico;Se manteve
22;2207405;Episódico;Episódico;Se manteve
22;2207504;Episódico;Episódico;Se manteve
22;2207553;Episódico;Episódico/Epidêmico;Piorou
22;2207603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2207702;Epidêmico;Epidêmico;Se manteve
22;2207751;Episódico;Episódico;Se manteve
22;2207777;Episódico/Epidêmico;Episódico;Melhorou
22;2207793;Episódico;Episódico;Se manteve
22;2207801;Episódico/Epidêmico;Episódico;Melhorou
22;2207850;Episódico;Episódico;Se manteve
22;2207900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2207934;Episódico;Episódico;Se manteve
22;2207959;Sem transmissão;Episódico;Piorou
22;2208007;Epidêmico;Episódico/Epidêmico;Melhorou
22;2208106;Episódico/Epidêmico;Episódico;Melhorou
22;2208205;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2208304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2208403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2208502;Episódico;Sem transmissão;Melhorou
22;2208551;Episódico;Episódico;Se manteve
22;2208601;Episódico;Episódico;Se manteve
22;2208650;Episódico;Episódico;Se manteve
22;2208700;Episódico;Episódico;Se manteve
22;2208809;Episódico/Epidêmico;Episódico;Melhorou
22;2208858;Episódico;Episódico;Se manteve
22;2208874;Episódico;Episódico;Se manteve
22;2208908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
22;2209005;Episódico;Episódico;Se manteve
22;2209104;Episódico;Episódico;Se manteve
22;2209153;Episódico;Episódico;Se manteve
22;2209203;Episódico;Episódico;Se manteve
22;2209302;Episódico;Episódico;Se manteve
22;2209351;Episódico;Episódico;Se manteve
22;2209377;Episódico;Episódico;Se manteve
22;2209401;Episódico;Episódico;Se manteve
22;2209450;Episódico;Episódico;Se manteve
22;2209500;Episódico;Episódico;Se manteve
22;2209559;Episódico;Episódico;Se manteve
