CD_UF;municipio_geocodigo;class_cluster_2010_2019;class_cluster_2020_2022;transition
24;2413607;Episódico;Episódico/Epidêmico;Piorou
24;2413706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
24;2413805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
24;2413904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
24;2414001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
24;2414100;Episódico/Epidêmico;Episódico;Melhorou
24;2414159;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
24;2414209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
24;2414308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
24;2414407;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
24;2414456;Episódico;Episódico/Epidêmico;Piorou
24;2414506;Episódico;Episódico;Se manteve
24;2414605;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
24;2414704;Episódico/Epidêmico;Episódico;Melhorou
24;2414753;Episódico;Episódico;Se manteve
24;2414803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
24;2414902;Episódico;Episódico;Se manteve
24;2415008;Episódico;Episódico/Epidêmico;Piorou
25;2500106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2500205;Episódico;Episódico/Epidêmico;Piorou
25;2500304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2500403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2500502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2500536;Episódico;Episódico/Epidêmico;Piorou
25;2500577;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2500601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2500700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2500734;Episódico;Episódico/Epidêmico;Piorou
25;2500775;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2500809;Episódico;Episódico/Epidêmico;Piorou
25;2500908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2501005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2501104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2501153;Episódico;Episódico/Epidêmico;Piorou
25;2501203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2501302;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2501351;Episódico;Episódico/Epidêmico;Piorou
25;2501401;Episódico;Episódico;Se manteve
25;2501500;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2501534;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2501575;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2501609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2501708;Episódico;Episódico/Epidêmico;Piorou
25;2501807;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2501906;Episódico/Epidêmico;Episódico;Melhorou
25;2502003;Episódico;Episódico;Se manteve
25;2502052;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2502102;Episódico;Episódico/Epidêmico;Piorou
25;2502151;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2502201;Episódico/Epidêmico;Episódico;Melhorou
25;2502300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2502409;Episódico/Epidêmico;Episódico;Melhorou
25;2502508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2502607;Episódico;Episódico;Se manteve
25;2502706;Episódico;Episódico;Se manteve
25;2502805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2502904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2503001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2503100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2503209;Epidêmico;Epidêmico;Se manteve
25;2503308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2503407;Episódico;Episódico;Se manteve
25;2503506;Episódico;Episódico;Se manteve
25;2503555;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2503605;Episódico;Episódico;Se manteve
25;2503704;Epidêmico;Episódico/Epidêmico;Melhorou
25;2503753;Episódico;Episódico;Se manteve
25;2503803;Episódico;Episódico/Epidêmico;Piorou
25;2503902;Episódico;Episódico/Epidêmico;Piorou
25;2504009;Epidêmico;Epidêmico;Se manteve
25;2504033;Episódico;Episódico;Se manteve
25;2504074;Episódico;Episódico;Se manteve
25;2504108;Episódico;Episódico/Epidêmico;Piorou
25;2504157;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2504207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2504306;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2504355;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2504405;Episódico;Episódico;Se manteve
25;2504504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2504603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2504702;Episódico;Episódico/Epidêmico;Piorou
25;2504801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2504850;Episódico;Episódico;Se manteve
25;2504900;Episódico;Episódico/Epidêmico;Piorou
25;2505006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2505105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2505204;Episódico;Episódico;Se manteve
25;2505238;Episódico;Episódico;Se manteve
25;2505279;Episódico;Episódico/Epidêmico;Piorou
25;2505303;Episódico;Episódico;Se manteve
25;2505352;Episódico;Episódico;Se manteve
25;2505402;Episódico;Episódico;Se manteve
25;2505501;Episódico/Epidêmico;Episódico;Melhorou
25;2505600;Episódico;Sem transmissão;Melhorou
25;2505709;Episódico/Epidêmico;Epidêmico;Piorou
25;2505808;Episódico;Episódico;Se manteve
25;2505907;Episódico;Episódico/Epidêmico;Piorou
25;2506004;Episódico/Epidêmico;Epidêmico;Piorou
25;2506103;Episódico;Episódico/Epidêmico;Piorou
25;2506202;Episódico;Episódico/Epidêmico;Piorou
25;2506251;Episódico;Episódico;Se manteve
25;2506301;Epidêmico;Episódico/Epidêmico;Melhorou
25;2506400;Episódico/Epidêmico;Episódico;Melhorou
25;2506509;Episódico/Epidêmico;Episódico;Melhorou
25;2506608;Episódico;Episódico;Se manteve
25;2506707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2506806;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2506905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2507002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2507101;Episódico;Episódico/Epidêmico;Piorou
25;2507200;Episódico;Episódico/Epidêmico;Piorou
25;2507309;Episódico;Episódico;Se manteve
25;2507408;Episódico/Epidêmico;Episódico;Melhorou
25;2507507;Epidêmico;Transmissão Persistente;Piorou
25;2507606;Episódico;Episódico/Epidêmico;Piorou
25;2507705;Episódico/Epidêmico;Epidêmico;Piorou
25;2507804;Episódico;Episódico/Epidêmico;Piorou
25;2507903;Episódico;Episódico;Se manteve
25;2508000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2508109;Episódico;Episódico;Se manteve
25;2508208;Episódico;Episódico;Se manteve
25;2508307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2508406;Episódico;Episódico;Se manteve
25;2508505;Episódico;Episódico;Se manteve
25;2508554;Episódico;Episódico;Se manteve
25;2508604;Episódico/Epidêmico;Episódico;Melhorou
25;2508703;Episódico/Epidêmico;Episódico;Melhorou
25;2508802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2508901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2509008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2509057;Episódico;Episódico;Se manteve
25;2509107;Episódico/Epidêmico;Sem transmissão;Melhorou
25;2509156;Episódico;Episódico/Epidêmico;Piorou
25;2509206;Episódico;Epidêmico;Piorou
25;2509305;Episódico/Epidêmico;Episódico;Melhorou
25;2509339;Episódico;Episódico;Se manteve
25;2509370;Episódico;Episódico;Se manteve
25;2509396;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2509404;Episódico/Epidêmico;Episódico;Melhorou
25;2509503;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2509602;Episódico;Episódico;Se manteve
25;2509701;Epidêmico;Epidêmico;Se manteve
25;2509800;Episódico;Episódico;Se manteve
25;2509909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2510006;Episódico/Epidêmico;Episódico;Melhorou
25;2510105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2510204;Episódico;Episódico;Se manteve
25;2510303;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2510402;Episódico;Episódico;Se manteve
25;2510501;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2510600;Episódico;Episódico;Se manteve
25;2510659;Episódico/Epidêmico;Episódico;Melhorou
25;2510709;Episódico/Epidêmico;Episódico;Melhorou
25;2510808;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2510907;Episódico;Episódico;Se manteve
25;2511004;Episódico;Episódico/Epidêmico;Piorou
25;2511103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2511202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2511301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2511400;Episódico/Epidêmico;Epidêmico;Piorou
25;2511509;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2511608;Episódico;Episódico;Se manteve
25;2511707;Episódico;Episódico;Se manteve
25;2511806;Episódico/Epidêmico;Sem transmissão;Melhorou
25;2511905;Episódico;Episódico/Epidêmico;Piorou
25;2512002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2512036;Episódico;Episódico;Se manteve
25;2512077;Episódico;Episódico;Se manteve
25;2512101;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2512200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2512309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2512408;Episódico;Episódico;Se manteve
25;2512507;Episódico/Epidêmico;Epidêmico;Piorou
25;2512606;Episódico;Episódico/Epidêmico;Piorou
25;2512705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2512721;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2512747;Episódico/Epidêmico;Episódico;Melhorou
25;2512754;Episódico;Episódico/Epidêmico;Piorou
25;2512762;Episódico;Episódico;Se manteve
25;2512788;Episódico;Episódico/Epidêmico;Piorou
25;2512804;Episódico/Epidêmico;Episódico;Melhorou
25;2512903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2513000;Episódico;Episódico;Se manteve
25;2513109;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2513158;Episódico;Episódico/Epidêmico;Piorou
25;2513208;Episódico/Epidêmico;Episódico;Melhorou
25;2513307;Episódico;Episódico;Se manteve
25;2513356;Episódico;Sem transmissão;Melhorou
25;2513406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2513505;Episódico;Episódico;Se manteve
25;2513604;Episódico;Episódico;Se manteve
25;2513653;Episódico/Epidêmico;Episódico;Melhorou
25;2513703;Epidêmico;Epidêmico;Se manteve
25;2513802;Episódico/Epidêmico;Episódico;Melhorou
25;2513851;Episódico;Episódico/Epidêmico;Piorou
25;2513901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2513927;Episódico;Episódico;Se manteve
25;2513943;Episódico;Episódico;Se manteve
25;2513968;Episódico;Episódico;Se manteve
25;2513984;Episódico;Episódico;Se manteve
25;2514008;Episódico;Episódico/Epidêmico;Piorou
25;2514107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2514206;Episódico/Epidêmico;Episódico;Melhorou
25;2514305;Episódico;Episódico;Se manteve
25;2514404;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2514453;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2514503;Episódico/Epidêmico;Episódico;Melhorou
25;2514552;Episódico;Episódico;Se manteve
25;2514602;Episódico;Episódico/Epidêmico;Piorou
25;2514651;Episódico;Episódico;Se manteve
25;2514701;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2514800;Episódico;Episódico;Se manteve
25;2514909;Episódico/Epidêmico;Episódico;Melhorou
25;2515005;Episódico;Episódico;Se manteve
25;2515104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2515203;Episódico;Episódico;Se manteve
25;2515302;Episódico;Episódico/Epidêmico;Piorou
25;2515401;Episódico;Episódico/Epidêmico;Piorou
25;2515500;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2515609;Episódico;Episódico;Se manteve
25;2515708;Episódico;Episódico;Se manteve
25;2515807;Episódico;Episódico;Se manteve
25;2515906;Episódico;Episódico/Epidêmico;Piorou
25;2515930;Episódico/Epidêmico;Episódico;Melhorou
25;2515971;Episódico;Sem transmissão;Melhorou
25;2516003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2516102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2516151;Episódico;Episódico/Epidêmico;Piorou
25;2516201;Epidêmico;Episódico/Epidêmico;Melhorou
25;2516300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2516409;Episódico;Episódico;Se manteve
25;2516508;Episódico;Episódico/Epidêmico;Piorou
25;2516607;Episódico;Episódico;Se manteve
25;2516706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2516755;Episódico;Episódico/Epidêmico;Piorou
25;2516805;Episódico/Epidêmico;Episódico;Melhorou
25;2516904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2517001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2517100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
25;2517209;Episódico/Epidêmico;Episódico;Melhorou
25;2517407;Episódico/Epidêmico;Episódico;Melhorou
26;2600054;Epidêmico;Episódico/Epidêmico;Melhorou
26;2600104;Epidêmico;Epidêmico;Se manteve
26;2600203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2600302;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2600401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2600500;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2600609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2600708;Episódico;Episódico/Epidêmico;Piorou
26;2600807;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2600906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2601003;Episódico/Epidêmico;Episódico;Melhorou
26;2601052;Episódico;Epidêmico;Piorou
26;2601102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2601201;Epidêmico;Epidêmico;Se manteve
26;2601300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2601409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2601508;Episódico;Episódico;Se manteve
26;2601607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2601706;Epidêmico;Epidêmico;Se manteve
26;2601805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2601904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2602001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2602100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2602209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2602308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2602407;Episódico;Episódico;Se manteve
26;2602506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2602605;Epidêmico;Epidêmico;Se manteve
26;2602704;Episódico/Epidêmico;Episódico;Melhorou
26;2602803;Episódico/Epidêmico;Epidêmico;Piorou
26;2602902;Epidêmico;Epidêmico;Se manteve
26;2603009;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2603108;Episódico;Episódico;Se manteve
26;2603207;Episódico/Epidêmico;Episódico;Melhorou
26;2603306;Episódico/Epidêmico;Episódico;Melhorou
26;2603405;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2603454;Epidêmico;Episódico/Epidêmico;Melhorou
26;2603504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2603603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2603702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2603801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2603900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2603926;Episódico;Episódico/Epidêmico;Piorou
26;2604007;Epidêmico;Episódico/Epidêmico;Melhorou
26;2604106;Epidêmico;Epidêmico;Se manteve
26;2604155;Episódico/Epidêmico;Episódico;Melhorou
26;2604205;Episódico;Episódico;Se manteve
26;2604304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2604403;Episódico;Episódico/Epidêmico;Piorou
26;2604502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2604601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2604700;Episódico/Epidêmico;Episódico;Melhorou
26;2604809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2604908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2605004;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2605103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2605152;Episódico/Epidêmico;Epidêmico;Piorou
26;2605202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2605301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2605400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2605459;Episódico/Epidêmico;Epidêmico;Piorou
26;2605509;Episódico;Episódico/Epidêmico;Piorou
26;2605608;Episódico;Episódico;Se manteve
26;2605707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2605806;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2605905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2606002;Epidêmico;Epidêmico;Se manteve
26;2606101;Episódico/Epidêmico;Episódico;Melhorou
26;2606200;Epidêmico;Epidêmico;Se manteve
26;2606309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2606408;Epidêmico;Epidêmico;Se manteve
26;2606507;Episódico/Epidêmico;Episódico;Melhorou
26;2606606;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2606705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2606804;Epidêmico;Epidêmico;Se manteve
26;2606903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2607000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2607109;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2607208;Epidêmico;Epidêmico;Se manteve
26;2607307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2607406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2607505;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2607604;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2607653;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2607703;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2607752;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2607802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2607901;Epidêmico;Epidêmico;Se manteve
26;2607950;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2608008;Epidêmico;Epidêmico;Se manteve
26;2608057;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2608107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2608206;Episódico;Episódico;Se manteve
26;2608255;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2608305;Episódico/Epidêmico;Episódico;Melhorou
26;2608404;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2608453;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2608503;Episódico/Epidêmico;Episódico;Melhorou
26;2608602;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2608701;Episódico;Episódico/Epidêmico;Piorou
26;2608750;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2608800;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2608909;Epidêmico;Epidêmico;Se manteve
26;2609006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2609105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2609154;Episódico;Episódico/Epidêmico;Piorou
26;2609204;Episódico;Sem transmissão;Melhorou
26;2609303;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2609402;Epidêmico;Episódico/Epidêmico;Melhorou
26;2609501;Episódico/Epidêmico;Epidêmico;Piorou
26;2609600;Epidêmico;Epidêmico;Se manteve
26;2609709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2609808;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2609907;Epidêmico;Episódico/Epidêmico;Melhorou
26;2610004;Epidêmico;Epidêmico;Se manteve
26;2610103;Episódico/Epidêmico;Episódico;Melhorou
26;2610202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2610301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2610400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2610509;Epidêmico;Epidêmico;Se manteve
26;2610608;Episódico/Epidêmico;Epidêmico;Piorou
26;2610707;Epidêmico;Epidêmico;Se manteve
26;2610806;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2610905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2611002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2611101;Epidêmico;Epidêmico;Se manteve
26;2611200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2611309;Episódico/Epidêmico;Episódico;Melhorou
26;2611408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2611507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2611533;Sem transmissão;Sem transmissão;Se manteve
26;2611606;Transmissão Persistente;Transmissão Persistente;Se manteve
26;2611705;Episódico;Episódico/Epidêmico;Piorou
26;2611804;Episódico/Epidêmico;Episódico;Melhorou
26;2611903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2612000;Episódico;Episódico/Epidêmico;Piorou
26;2612109;Episódico/Epidêmico;Episódico;Melhorou
26;2612208;Epidêmico;Epidêmico;Se manteve
26;2612307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2612406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2612455;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2612471;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2612505;Epidêmico;Epidêmico;Se manteve
26;2612554;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2612604;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2612703;Episódico/Epidêmico;Episódico;Melhorou
26;2612802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2612901;Episódico;Episódico;Se manteve
26;2613008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2613107;Epidêmico;Episódico/Epidêmico;Melhorou
26;2613206;Episódico/Epidêmico;Episódico;Melhorou
26;2613305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2613404;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2613503;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2613602;Epidêmico;Episódico/Epidêmico;Melhorou
26;2613701;Epidêmico;Episódico/Epidêmico;Melhorou
26;2613800;Episódico/Epidêmico;Epidêmico;Piorou
26;2613909;Episódico/Epidêmico;Epidêmico;Piorou
26;2614006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2614105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2614204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2614303;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2614402;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2614501;Episódico/Epidêmico;Epidêmico;Piorou
26;2614600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2614709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2614808;Episódico/Epidêmico;Episódico;Melhorou
26;2614857;Episódico;Episódico/Epidêmico;Piorou
26;2615003;Episódico/Epidêmico;Episódico;Melhorou
26;2615102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2615201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2615300;Epidêmico;Epidêmico;Se manteve
26;2615409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2615508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2615607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2615706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2615805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2615904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2616001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2616100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2616183;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2616209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2616308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
26;2616407;Epidêmico;Epidêmico;Se manteve
26;2616506;Episódico;Episódico/Epidêmico;Piorou
27;2700102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2700201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2700300;Epidêmico;Epidêmico;Se manteve
27;2700409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2700508;Episódico;Episódico;Se manteve
27;2700607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2700706;Episódico;Episódico;Se manteve
27;2700805;Episódico;Episódico;Se manteve
27;2700904;Episódico;Episódico;Se manteve
27;2701001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2701100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2701209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2701308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2701357;Episódico;Episódico;Se manteve
27;2701407;Episódico/Epidêmico;Epidêmico;Piorou
27;2701506;Episódico;Episódico;Se manteve
27;2701605;Episódico/Epidêmico;Episódico;Melhorou
27;2701704;Episódico;Episódico/Epidêmico;Piorou
27;2701803;Episódico/Epidêmico;Episódico;Melhorou
27;2701902;Episódico;Episódico;Se manteve
27;2702009;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2702108;Episódico/Epidêmico;Epidêmico;Piorou
27;2702207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2702306;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2702355;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2702405;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
27;2702504;Episódico/Epidêmico;Episódico;Melhorou
