muni_code;dengue_pattern_2010_2016;dengue_pattern_2017_2022;transition
4126405;Episódico/Epidêmico;Epidêmico;Piorou
4126504;Epidêmico;Epidêmico;Se manteve
4126603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4126652;Episódico;Episódico;Se manteve
4126678;Epidêmico;Epidêmico;Se manteve
4126702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4126801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4126900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4127007;Episódico;Episódico;Se manteve
4127106;Episódico/Epidêmico;Epidêmico;Piorou
4127205;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4127304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4127403;Episódico/Epidêmico;Epidêmico;Piorou
4127502;Episódico;Episódico/Epidêmico;Piorou
4127601;Episódico;Episódico;Se manteve
4127700;Epidêmico;Epidêmico;Se manteve
4127809;Episódico;Episódico/Epidêmico;Piorou
4127858;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4127882;Sem transmissão;Sem transmissão;Se manteve
4127908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4127957;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4127965;Episódico;Episódico;Se manteve
4128005;Episódico/Epidêmico;Epidêmico;Piorou
4128104;Epidêmico;Epidêmico;Se manteve
4128203;Episódico;Episódico/Epidêmico;Piorou
4128302;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4128401;Episódico/Epidêmico;Epidêmico;Piorou
4128500;Episódico;Episódico/Epidêmico;Piorou
4128534;Episódico;Episódico;Se manteve
4128559;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4128609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4128625;Episódico;Episódico/Epidêmico;Piorou
4128633;Episódico;Sem transmissão;Melhorou
4128658;Episódico;Episódico;Se manteve
4128708;Episódico;Episódico;Se manteve
4128807;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4200051;Sem transmissão;Sem transmissão;Se manteve
4200101;Episódico;Episódico/Epidêmico;Piorou
4200200;Episódico;Episódico;Se manteve
4200309;Episódico;Episódico;Se manteve
4200408;Episódico;Episódico;Se manteve
4200507;Episódico;Episódico;Se manteve
4200556;Episódico;Episódico;Se manteve
4200606;Sem transmissão;Episódico;Piorou
4200705;Episódico;Episódico;Se manteve
4200754;Sem transmissão;Episódico;Piorou
4200804;Episódico;Episódico/Epidêmico;Piorou
4200903;Sem transmissão;Episódico;Piorou
4201000;Sem transmissão;Sem transmissão;Se manteve
4201109;Sem transmissão;Episódico;Piorou
4201208;Episódico;Episódico/Epidêmico;Piorou
4201257;Episódico;Episódico;Se manteve
4201273;Episódico;Episódico;Se manteve
4201307;Episódico;Episódico/Epidêmico;Piorou
4201406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4201505;Sem transmissão;Episódico;Piorou
4201604;Episódico;Episódico;Se manteve
4201653;Episódico;Episódico;Se manteve
4201703;Episódico;Episódico;Se manteve
4201802;Episódico;Episódico;Se manteve
4201901;Sem transmissão;Episódico;Piorou
4201950;Episódico;Episódico;Se manteve
4202008;Episódico/Epidêmico;Epidêmico;Piorou
4202057;Episódico;Episódico/Epidêmico;Piorou
4202073;Episódico;Episódico;Se manteve
4202081;Sem transmissão;Episódico;Piorou
4202099;Episódico;Episódico;Se manteve
4202107;Sem transmissão;Episódico;Piorou
4202131;Episódico;Sem transmissão;Melhorou
4202156;Episódico;Episódico/Epidêmico;Piorou
4202206;Episódico;Episódico;Se manteve
4202305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4202404;Episódico/Epidêmico;Epidêmico;Piorou
4202438;Sem transmissão;Sem transmissão;Se manteve
4202453;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4202503;Episódico;Episódico;Se manteve
4202537;Episódico;Episódico;Se manteve
4202578;Episódico;Episódico;Se manteve
4202602;Episódico;Episódico;Se manteve
4202701;Episódico;Episódico/Epidêmico;Piorou
4202800;Episódico;Episódico/Epidêmico;Piorou
4202859;Sem transmissão;Episódico;Piorou
4202875;Sem transmissão;Sem transmissão;Se manteve
4202909;Episódico/Epidêmico;Epidêmico;Piorou
4203006;Episódico;Episódico/Epidêmico;Piorou
4203105;Episódico;Episódico/Epidêmico;Piorou
4203154;Sem transmissão;Sem transmissão;Se manteve
4203204;Episódico;Epidêmico;Piorou
4203253;Sem transmissão;Sem transmissão;Se manteve
4203303;Episódico;Episódico/Epidêmico;Piorou
4203402;Sem transmissão;Episódico;Piorou
4203501;Episódico;Episódico/Epidêmico;Piorou
4203600;Episódico;Episódico;Se manteve
4203709;Episódico;Episódico/Epidêmico;Piorou
4203808;Episódico;Episódico/Epidêmico;Piorou
4203907;Episódico;Episódico;Se manteve
4203956;Episódico;Episódico;Se manteve
4204004;Episódico;Episódico;Se manteve
4204103;Episódico;Episódico/Epidêmico;Piorou
4204152;Sem transmissão;Sem transmissão;Se manteve
4204178;Sem transmissão;Sem transmissão;Se manteve
4204194;Sem transmissão;Episódico;Piorou
4204202;Episódico/Epidêmico;Epidêmico;Piorou
4204251;Episódico;Episódico;Se manteve
4204301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4204350;Episódico;Episódico/Epidêmico;Piorou
4204400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4204459;Episódico;Episódico;Se manteve
4204509;Episódico;Episódico;Se manteve
4204558;Sem transmissão;Episódico;Piorou
4204608;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4204707;Episódico;Episódico/Epidêmico;Piorou
4204756;Episódico;Episódico;Se manteve
4204806;Episódico;Episódico;Se manteve
4204905;Episódico;Episódico/Epidêmico;Piorou
4205001;Episódico;Episódico/Epidêmico;Piorou
4205100;Sem transmissão;Episódico;Piorou
4205159;Episódico;Sem transmissão;Melhorou
4205175;Sem transmissão;Episódico;Piorou
4205191;Episódico;Episódico;Se manteve
4205209;Episódico;Episódico;Se manteve
4205308;Episódico;Episódico;Se manteve
4205357;Episódico;Episódico/Epidêmico;Piorou
4205407;Epidêmico;Transmissão Persistente;Piorou
4205431;Episódico;Episódico/Epidêmico;Piorou
4205456;Episódico;Episódico;Se manteve
4205506;Episódico;Episódico/Epidêmico;Piorou
4205555;Sem transmissão;Sem transmissão;Se manteve
4205605;Episódico;Episódico;Se manteve
4205704;Episódico;Episódico/Epidêmico;Piorou
4205803;Episódico;Episódico/Epidêmico;Piorou
4205902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4206009;Episódico;Episódico;Se manteve
4206108;Episódico;Episódico;Se manteve
4206207;Episódico;Episódico;Se manteve
4206306;Episódico;Episódico/Epidêmico;Piorou
4206405;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4206504;Episódico;Episódico/Epidêmico;Piorou
4206603;Episódico;Episódico/Epidêmico;Piorou
4206652;Episódico;Episódico/Epidêmico;Piorou
4206702;Episódico;Episódico;Se manteve
4206751;Sem transmissão;Episódico;Piorou
4206801;Episódico;Episódico;Se manteve
4206900;Episódico;Episódico;Se manteve
4207007;Episódico;Episódico/Epidêmico;Piorou
4207106;Episódico;Episódico/Epidêmico;Piorou
4207205;Sem transmissão;Episódico;Piorou
4207304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4207403;Episódico;Episódico;Se manteve
4207502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4207577;Sem transmissão;Sem transmissão;Se manteve
4207601;Episódico;Episódico;Se manteve
4207650;Episódico;Episódico/Epidêmico;Piorou
4207684;Episódico;Episódico/Epidêmico;Piorou
4207700;Episódico;Episódico;Se manteve
4207759;Episódico;Episódico;Se manteve
4207809;Episódico;Episódico;Se manteve
4207858;Sem transmissão;Episódico;Piorou
4207908;Episódico;Episódico;Se manteve
4208005;Episódico;Episódico;Se manteve
4208104;Episódico;Episódico;Se manteve
4208203;Episódico/Epidêmico;Epidêmico;Piorou
4208302;Episódico/Epidêmico;Epidêmico;Piorou
4208401;Episódico;Episódico/Epidêmico;Piorou
4208450;Episódico;Episódico/Epidêmico;Piorou
4208500;Episódico;Episódico/Epidêmico;Piorou
4208609;Episódico;Episódico;Se manteve
4208708;Episódico;Episódico;Se manteve
4208807;Episódico;Episódico;Se manteve
4208906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4208955;Episódico;Episódico;Se manteve
4209003;Episódico;Episódico/Epidêmico;Piorou
4209102;Epidêmico;Transmissão Persistente;Piorou
4209151;Episódico;Episódico;Se manteve
4209177;Episódico;Episódico;Se manteve
4209201;Episódico;Sem transmissão;Melhorou
4209300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4209409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4209458;Sem transmissão;Episódico;Piorou
4209508;Episódico;Episódico;Se manteve
4209607;Episódico;Episódico;Se manteve
4209706;Sem transmissão;Sem transmissão;Se manteve
4209805;Sem transmissão;Sem transmissão;Se manteve
4209854;Episódico;Episódico;Se manteve
4209904;Episódico;Episódico;Se manteve
4210001;Episódico;Episódico;Se manteve
4210035;Episódico;Episódico;Se manteve
4210050;Sem transmissão;Episódico;Piorou
4210100;Episódico;Episódico/Epidêmico;Piorou
4210209;Episódico;Episódico;Se manteve
4210308;Episódico;Sem transmissão;Melhorou
4210407;Sem transmissão;Episódico;Piorou
4210506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4210555;Episódico;Episódico;Se manteve
4210605;Episódico;Episódico;Se manteve
4210704;Sem transmissão;Sem transmissão;Se manteve
4210803;Sem transmissão;Episódico;Piorou
4210852;Sem transmissão;Sem transmissão;Se manteve
4210902;Episódico;Episódico/Epidêmico;Piorou
4211009;Episódico;Episódico/Epidêmico;Piorou
4211058;Sem transmissão;Sem transmissão;Se manteve
4211108;Episódico;Episódico;Se manteve
4211207;Episódico;Episódico;Se manteve
4211256;Sem transmissão;Sem transmissão;Se manteve
4211306;Episódico/Epidêmico;Epidêmico;Piorou
4211405;Episódico;Episódico;Se manteve
4211454;Episódico;Episódico/Epidêmico;Piorou
4211504;Episódico;Episódico/Epidêmico;Piorou
4211603;Episódico;Episódico;Se manteve
4211652;Episódico;Episódico;Se manteve
4211702;Episódico/Epidêmico;Episódico;Melhorou
4211751;Episódico;Episódico;Se manteve
4211801;Episódico;Episódico;Se manteve
4211850;Episódico;Episódico;Se manteve
4211876;Episódico;Episódico;Se manteve
4211892;Sem transmissão;Sem transmissão;Se manteve
4211900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4212007;Episódico;Episódico/Epidêmico;Piorou
4212056;Sem transmissão;Sem transmissão;Se manteve
4212106;Episódico;Episódico/Epidêmico;Piorou
4212205;Episódico;Episódico;Se manteve
4212239;Episódico;Episódico;Se manteve
4212254;Episódico;Episódico;Se manteve
4212270;Sem transmissão;Episódico;Piorou
4212304;Episódico;Episódico;Se manteve
4212403;Sem transmissão;Episódico;Piorou
4212502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4212601;Episódico;Episódico;Se manteve
4212650;Sem transmissão;Episódico;Piorou
4212700;Episódico;Episódico;Se manteve
4212809;Episódico;Episódico/Epidêmico;Piorou
4212908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4213005;Episódico;Episódico;Se manteve
4213104;Episódico;Episódico;Se manteve
4213153;Episódico;Episódico/Epidêmico;Piorou
4213203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4213302;Sem transmissão;Sem transmissão;Se manteve
4213351;Episódico;Sem transmissão;Melhorou
4213401;Episódico;Episódico;Se manteve
4213500;Episódico;Episódico/Epidêmico;Piorou
4213609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4213708;Episódico;Episódico;Se manteve
4213807;Episódico;Episódico;Se manteve
4213906;Sem transmissão;Episódico;Piorou
4214003;Episódico;Episódico;Se manteve
4214102;Sem transmissão;Episódico;Piorou
4214151;Episódico;Episódico/Epidêmico;Piorou
4214201;Episódico;Episódico/Epidêmico;Piorou
4214300;Sem transmissão;Sem transmissão;Se manteve
4214409;Sem transmissão;Sem transmissão;Se manteve
4214508;Sem transmissão;Episódico;Piorou
4214607;Episódico;Episódico;Se manteve
4214706;Episódico;Episódico;Se manteve
4214805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4214904;Episódico;Episódico/Epidêmico;Piorou
4215000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4215059;Sem transmissão;Sem transmissão;Se manteve
4215075;Episódico;Episódico/Epidêmico;Piorou
4215109;Episódico;Episódico/Epidêmico;Piorou
4215208;Episódico;Episódico;Se manteve
4215307;Episódico;Episódico;Se manteve
4215356;Episódico;Episódico;Se manteve
4215406;Episódico;Episódico;Se manteve
4215455;Episódico;Episódico;Se manteve
4215505;Episódico;Episódico;Se manteve
4215554;Episódico;Episódico/Epidêmico;Piorou
4215604;Episódico;Episódico;Se manteve
4215653;Episódico;Episódico;Se manteve
4215679;Episódico;Episódico;Se manteve
4215687;Episódico;Episódico;Se manteve
4215695;Sem transmissão;Episódico;Piorou
4215703;Episódico;Episódico/Epidêmico;Piorou
4215752;Episódico;Episódico;Se manteve
4215802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4215901;Episódico;Episódico;Se manteve
4216008;Episódico;Episódico/Epidêmico;Piorou
4216057;Episódico;Sem transmissão;Melhorou
4216107;Episódico;Episódico;Se manteve
4216206;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4216255;Episódico;Episódico/Epidêmico;Piorou
4216305;Episódico;Episódico/Epidêmico;Piorou
4216354;Sem transmissão;Episódico;Piorou
4216404;Episódico;Episódico;Se manteve
4216503;Episódico;Episódico;Se manteve
4216602;Episódico/Epidêmico;Epidêmico;Piorou
4216701;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4216800;Episódico;Sem transmissão;Melhorou
4216909;Episódico;Episódico;Se manteve
4217006;Episódico;Episódico;Se manteve
4217105;Episódico;Episódico;Se manteve
4217154;Episódico;Episódico;Se manteve
4217204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4217253;Episódico;Episódico;Se manteve
4217303;Episódico;Episódico/Epidêmico;Piorou
4217402;Episódico;Episódico/Epidêmico;Piorou
4217501;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4217550;Episódico;Episódico;Se manteve
4217600;Episódico;Episódico;Se manteve
4217709;Episódico;Episódico;Se manteve
4217758;Episódico;Episódico;Se manteve
4217808;Episódico;Episódico;Se manteve
4217907;Episódico;Episódico;Se manteve
4217956;Episódico;Episódico;Se manteve
4218004;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4218103;Sem transmissão;Sem transmissão;Se manteve
4218202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4218251;Sem transmissão;Sem transmissão;Se manteve
4218301;Episódico;Episódico;Se manteve
4218350;Episódico;Sem transmissão;Melhorou
4218400;Episódico;Episódico;Se manteve
4218509;Episódico;Episódico;Se manteve
4218608;Episódico;Episódico/Epidêmico;Piorou
4218707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4218756;Episódico;Episódico/Epidêmico;Piorou
4218806;Episódico;Episódico;Se manteve
4218855;Episódico;Episódico;Se manteve
4218905;Episódico;Episódico;Se manteve
4218954;Sem transmissão;Sem transmissão;Se manteve
4219002;Episódico;Episódico;Se manteve
4219101;Episódico;Episódico;Se manteve
4219150;Episódico;Episódico;Se manteve
4219176;Episódico;Episódico;Se manteve
4219200;Episódico;Episódico;Se manteve
4219309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4219358;Sem transmissão;Episódico;Piorou
4219408;Episódico;Episódico;Se manteve
4219507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4219606;Episódico;Episódico/Epidêmico;Piorou
4219705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4219853;Sem transmissão;Episódico;Piorou
4220000;Episódico;Episódico;Se manteve
4300034;Episódico;Episódico;Se manteve
4300059;Episódico;Episódico;Se manteve
4300109;Sem transmissão;Episódico;Piorou
4300208;Episódico;Episódico/Epidêmico;Piorou
4300307;Episódico;Episódico;Se manteve
4300406;Episódico/Epidêmico;Episódico;Melhorou
4300455;Episódico;Episódico;Se manteve
4300471;Sem transmissão;Episódico;Piorou
4300505;Episódico;Episódico;Se manteve
4300554;Sem transmissão;Episódico;Piorou
4300570;Sem transmissão;Episódico;Piorou
4300604;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4300638;Sem transmissão;Sem transmissão;Se manteve
4300646;Episódico;Episódico;Se manteve
4300661;Sem transmissão;Sem transmissão;Se manteve
4300703;Sem transmissão;Episódico;Piorou
4300802;Episódico;Episódico;Se manteve
4300851;Sem transmissão;Sem transmissão;Se manteve
4300877;Episódico;Episódico;Se manteve
4300901;Sem transmissão;Episódico;Piorou
4301008;Episódico;Episódico;Se manteve
4301057;Episódico;Episódico;Se manteve
4301073;Sem transmissão;Episódico;Piorou
4301107;Episódico;Episódico;Se manteve
4301206;Episódico;Episódico;Se manteve
4301305;Sem transmissão;Episódico;Piorou
4301404;Episódico;Episódico;Se manteve
4301503;Episódico;Episódico;Se manteve
4301552;Sem transmissão;Episódico;Piorou
4301602;Episódico/Epidêmico;Episódico;Melhorou
4301636;Episódico;Episódico;Se manteve
4301651;Episódico;Sem transmissão;Melhorou
4301701;Episódico;Episódico;Se manteve
4301750;Sem transmissão;Sem transmissão;Se manteve
4301800;Episódico;Episódico;Se manteve
4301859;Episódico;Episódico;Se manteve
4301875;Sem transmissão;Sem transmissão;Se manteve
4301909;Episódico;Episódico;Se manteve
4301925;Sem transmissão;Sem transmissão;Se manteve
4301958;Sem transmissão;Episódico;Piorou
4302006;Sem transmissão;Episódico;Piorou
4302055;Sem transmissão;Episódico;Piorou
4302105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4302154;Episódico;Episódico;Se manteve
4302204;Episódico;Episódico;Se manteve
4302220;Episódico;Episódico;Se manteve
4302238;Episódico;Sem transmissão;Melhorou
4302253;Episódico;Episódico;Se manteve
4302303;Episódico;Episódico;Se manteve
4302352;Episódico;Episódico;Se manteve
4302378;Sem transmissão;Episódico;Piorou
4302402;Episódico;Episódico;Se manteve
4302451;Sem transmissão;Episódico;Piorou
4302501;Episódico;Episódico;Se manteve
4302584;Episódico;Episódico/Epidêmico;Piorou
4302600;Episódico;Episódico;Se manteve
4302659;Sem transmissão;Sem transmissão;Se manteve
4302709;Episódico;Episódico;Se manteve
4302808;Episódico;Episódico;Se manteve
4302907;Sem transmissão;Episódico;Piorou
4303004;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4303103;Episódico;Episódico/Epidêmico;Piorou
4303202;Episódico;Episódico;Se manteve
4303301;Episódico;Episódico;Se manteve
4303400;Episódico;Episódico;Se manteve
4303509;Episódico;Episódico;Se manteve
4303558;Episódico;Episódico;Se manteve
4303608;Sem transmissão;Episódico;Piorou
4303673;Episódico;Sem transmissão;Melhorou
4303707;Episódico;Episódico;Se manteve
4303806;Episódico;Episódico;Se manteve
4303905;Episódico;Episódico/Epidêmico;Piorou
4304002;Episódico;Episódico/Epidêmico;Piorou
4304101;Episódico;Sem transmissão;Melhorou
4304200;Episódico;Episódico/Epidêmico;Piorou
4304309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4304358;Sem transmissão;Sem transmissão;Se manteve
4304408;Episódico;Episódico;Se manteve
4304507;Episódico;Episódico;Se manteve
4304606;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4304614;Episódico;Episódico;Se manteve
4304622;Sem transmissão;Episódico;Piorou
4304630;Episódico;Episódico;Se manteve
4304655;Sem transmissão;Sem transmissão;Se manteve
4304663;Episódico;Episódico;Se manteve
4304671;Episódico;Sem transmissão;Melhorou
4304689;Sem transmissão;Episódico;Piorou
4304697;Sem transmissão;Episódico;Piorou
4304705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4304713;Episódico;Episódico;Se manteve
4304804;Episódico;Episódico;Se manteve
4304853;Sem transmissão;Sem transmissão;Se manteve
4304903;Episódico;Episódico;Se manteve
4304952;Sem transmissão;Episódico;Piorou
4305009;Episódico;Episódico/Epidêmico;Piorou
4305108;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4305116;Sem transmissão;Episódico;Piorou
4305124;Sem transmissão;Sem transmissão;Se manteve
4305132;Episódico;Episódico;Se manteve
4305157;Sem transmissão;Episódico;Piorou
4305173;Episódico;Sem transmissão;Melhorou
4305207;Episódico;Episódico/Epidêmico;Piorou
4305306;Episódico;Episódico;Se manteve
4305355;Episódico;Episódico;Se manteve
4305371;Sem transmissão;Episódico;Piorou
4305405;Episódico;Episódico;Se manteve
4305439;Sem transmissão;Sem transmissão;Se manteve
4305447;Sem transmissão;Episódico;Piorou
4305454;Episódico;Episódico;Se manteve
4305504;Sem transmissão;Sem transmissão;Se manteve
4305587;Episódico;Episódico;Se manteve
4305603;Episódico;Episódico;Se manteve
4305702;Episódico;Episódico/Epidêmico;Piorou
4305801;Episódico;Episódico;Se manteve
4305835;Sem transmissão;Episódico;Piorou
4305850;Sem transmissão;Sem transmissão;Se manteve
4305871;Sem transmissão;Sem transmissão;Se manteve
4305900;Episódico;Episódico;Se manteve
4305934;Sem transmissão;Episódico;Piorou
4305959;Episódico;Episódico;Se manteve
4305975;Episódico;Episódico;Se manteve
4306007;Episódico;Episódico/Epidêmico;Piorou
4306056;Sem transmissão;Episódico;Piorou
4306072;Sem transmissão;Episódico;Piorou
4306106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4306130;Episódico;Episódico;Se manteve
4306205;Sem transmissão;Episódico;Piorou
4306304;Sem transmissão;Episódico;Piorou
4306320;Episódico;Episódico;Se manteve
4306353;Episódico;Episódico;Se manteve
4306379;Sem transmissão;Episódico;Piorou
4306403;Episódico;Episódico/Epidêmico;Piorou
4306429;Episódico;Episódico;Se manteve
4306452;Sem transmissão;Episódico;Piorou
4306502;Sem transmissão;Sem transmissão;Se manteve
4306551;Sem transmissão;Episódico;Piorou
4306601;Episódico;Episódico/Epidêmico;Piorou
4306700;Sem transmissão;Sem transmissão;Se manteve
4306734;Episódico;Episódico;Se manteve
4306759;Episódico;Episódico;Se manteve
4306767;Episódico;Episódico/Epidêmico;Piorou
4306809;Episódico;Episódico;Se manteve
4306908;Episódico;Episódico/Epidêmico;Piorou
4306924;Episódico;Episódico;Se manteve
4306932;Episódico;Episódico/Epidêmico;Piorou
4306957;Sem transmissão;Episódico;Piorou
4306973;Episódico;Episódico;Se manteve
4307005;Episódico/Epidêmico;Epidêmico;Piorou
4307054;Episódico;Episódico;Se manteve
4307104;Sem transmissão;Episódico;Piorou
4307203;Episódico;Episódico;Se manteve
4307302;Episódico;Episódico;Se manteve
4307401;Sem transmissão;Sem transmissão;Se manteve
4307450;Episódico;Episódico;Se manteve
4307500;Episódico;Episódico/Epidêmico;Piorou
4307559;Episódico;Episódico;Se manteve
4307609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4307708;Episódico;Episódico/Epidêmico;Piorou
4307807;Episódico;Episódico/Epidêmico;Piorou
4307815;Sem transmissão;Episódico;Piorou
4307831;Episódico;Episódico;Se manteve
4307864;Sem transmissão;Episódico;Piorou
4307906;Episódico/Epidêmico;Episódico;Melhorou
4308003;Episódico;Episódico;Se manteve
4308052;Sem transmissão;Episódico;Piorou
4308078;Episódico;Episódico;Se manteve
4308102;Episódico;Episódico;Se manteve
4308201;Episódico;Episódico/Epidêmico;Piorou
4308250;Sem transmissão;Episódico;Piorou
4308300;Sem transmissão;Episódico;Piorou
4308409;Sem transmissão;Episódico;Piorou
4308433;Sem transmissão;Episódico;Piorou
4308458;Episódico;Episódico;Se manteve
4308508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4308607;Episódico;Episódico;Se manteve
4308656;Sem transmissão;Sem transmissão;Se manteve
4308706;Episódico;Episódico;Se manteve
4308805;Episódico;Episódico;Se manteve
4308854;Sem transmissão;Episódico;Piorou
4308904;Episódico;Episódico/Epidêmico;Piorou
4309001;Episódico;Episódico/Epidêmico;Piorou
4309050;Episódico;Episódico;Se manteve
4309100;Episódico;Episódico/Epidêmico;Piorou
4309126;Sem transmissão;Episódico;Piorou
4309159;Episódico;Episódico;Se manteve
4309209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4309258;Episódico;Episódico;Se manteve
4309308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4309407;Episódico;Episódico/Epidêmico;Piorou
4309506;Episódico;Episódico;Se manteve
4309555;Episódico;Sem transmissão;Melhorou
4309571;Sem transmissão;Episódico;Piorou
4309605;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4309654;Sem transmissão;Episódico;Piorou
4309704;Episódico;Episódico;Se manteve
4309753;Sem transmissão;Episódico;Piorou
4309803;Episódico;Episódico;Se manteve
4309902;Sem transmissão;Episódico;Piorou
4309951;Sem transmissão;Episódico;Piorou
4310009;Episódico;Episódico/Epidêmico;Piorou
4310108;Episódico;Episódico;Se manteve
4310207;Episódico/Epidêmico;Epidêmico;Piorou
4310306;Episódico;Episódico;Se manteve
4310330;Episódico;Episódico;Se manteve
4310363;Episódico;Episódico;Se manteve
4310405;Episódico;Episódico;Se manteve
4310413;Sem transmissão;Episódico;Piorou
4310439;Sem transmissão;Episódico;Piorou
4310462;Episódico;Episódico;Se manteve
4310504;Episódico;Episódico;Se manteve
4310538;Sem transmissão;Episódico;Piorou
4310553;Episódico;Episódico;Se manteve
4310579;Sem transmissão;Episódico;Piorou
4310603;Episódico;Episódico;Se manteve
4310652;Sem transmissão;Sem transmissão;Se manteve
4310702;Sem transmissão;Episódico;Piorou
4310751;Sem transmissão;Sem transmissão;Se manteve
4310801;Episódico;Episódico/Epidêmico;Piorou
4310850;Episódico;Episódico;Se manteve
4310876;Sem transmissão;Sem transmissão;Se manteve
4310900;Episódico;Episódico/Epidêmico;Piorou
4311007;Episódico;Episódico;Se manteve
4311106;Episódico;Episódico;Se manteve
4311122;Sem transmissão;Sem transmissão;Se manteve
4311130;Sem transmissão;Sem transmissão;Se manteve
4311155;Sem transmissão;Episódico;Piorou
4311205;Episódico;Episódico;Se manteve
4311239;Sem transmissão;Episódico;Piorou
4311254;Sem transmissão;Episódico;Piorou
4311270;Sem transmissão;Episódico;Piorou
4311304;Episódico;Episódico/Epidêmico;Piorou
4311403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4311429;Sem transmissão;Episódico;Piorou
4311502;Sem transmissão;Episódico;Piorou
4311601;Sem transmissão;Episódico;Piorou
4311627;Episódico;Episódico;Se manteve
4311643;Episódico;Episódico;Se manteve
4311700;Sem transmissão;Episódico;Piorou
4311718;Sem transmissão;Episódico;Piorou
4311734;Sem transmissão;Sem transmissão;Se manteve
4311759;Sem transmissão;Episódico;Piorou
4311775;Episódico;Episódico;Se manteve
4311791;Sem transmissão;Episódico;Piorou
4311809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4311908;Sem transmissão;Episódico;Piorou
4311981;Episódico;Episódico;Se manteve
4312005;Sem transmissão;Episódico;Piorou
4312054;Sem transmissão;Episódico;Piorou
4312104;Sem transmissão;Episódico;Piorou
4312138;Episódico;Episódico;Se manteve
4312153;Episódico;Episódico/Epidêmico;Piorou
4312179;Episódico;Episódico;Se manteve
4312203;Episódico;Episódico;Se manteve
4312252;Episódico;Episódico;Se manteve
4312302;Episódico;Episódico;Se manteve
4312351;Episódico;Episódico;Se manteve
4312377;Episódico;Sem transmissão;Melhorou
4312385;Sem transmissão;Episódico;Piorou
4312401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
